MsgID.STATE,1527348119.8947570,False,False
MsgID.LOCAL_VELOCITY,1527348136.2304657,4.4928145,-4.7866607,0.1800503
MsgID.GLOBAL_POSITION,1527348136.4751749,-122.3973304,37.7928429,4.9890000
MsgID.LOCAL_VELOCITY,1527348136.4751749,4.7500000,-5.6400000,0.1200000
MsgID.LOCAL_POSITION,1527348136.4802146,40.3252487,10.8429518,-4.9892797
MsgID.LOCAL_VELOCITY,1527348136.4802146,4.7658057,-5.6965055,0.1319731
MsgID.GLOBAL_POSITION,1527348136.7260270,-122.3973479,37.7928537,4.9870000
MsgID.LOCAL_VELOCITY,1527348136.7260270,5.0300000,-6.4300000,0.1300000
MsgID.LOCAL_POSITION,1527348136.7302098,41.4788780,9.3629465,-4.9870853
MsgID.LOCAL_VELOCITY,1527348136.7302098,5.0310545,-6.4398513,0.1368527
MsgID.STATE,1527348136.9659786,True,True
MsgID.GLOBAL_HOME,1527348136.9674659,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527348137.0106883,-122.3973683,37.7928674,4.9780000
MsgID.LOCAL_VELOCITY,1527348137.0106883,5.2100000,-6.8700000,0.0800000
MsgID.LOCAL_POSITION,1527348137.0109110,42.9996185,7.5487137,-4.9783363
MsgID.LOCAL_VELOCITY,1527348137.0109110,5.2160177,-6.8720107,0.0807209
MsgID.GLOBAL_POSITION,1527348137.2266471,-122.3973874,37.7928782,4.9780000
MsgID.LOCAL_VELOCITY,1527348137.2266471,5.2100000,-7.0700000,0.0200000
MsgID.LOCAL_POSITION,1527348137.2309215,44.1997910,5.8526888,-4.9789925
MsgID.LOCAL_VELOCITY,1527348137.2309215,5.2153888,-7.0746107,0.0213261
MsgID.GLOBAL_POSITION,1527348137.4753284,-122.3974069,37.7928898,4.9750000
MsgID.LOCAL_VELOCITY,1527348137.4753284,5.0000000,-6.7900000,0.0300000
MsgID.LOCAL_POSITION,1527348137.4793673,45.4889030,4.1233640,-4.9751124
MsgID.LOCAL_VELOCITY,1527348137.4793673,5.0074105,-6.7952948,0.0373965
MsgID.GLOBAL_POSITION,1527348137.7262270,-122.3974245,37.7928995,4.9770000
MsgID.LOCAL_VELOCITY,1527348137.7262270,4.0100000,-5.4800000,-0.0200000
MsgID.LOCAL_POSITION,1527348137.7328403,46.5602875,2.5574327,-4.9772434
MsgID.LOCAL_VELOCITY,1527348137.7328403,4.0108466,-5.4803047,-0.0272713
MsgID.STATE,1527348137.9668610,True,True
MsgID.GLOBAL_HOME,1527348137.9681072,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527348138.0107105,-122.3974371,37.7929074,4.9840000
MsgID.LOCAL_VELOCITY,1527348138.0107105,3.6400000,-4.8300000,0.0000000
MsgID.LOCAL_POSITION,1527348138.0110431,47.4451942,1.4388137,-4.9843283
MsgID.LOCAL_VELOCITY,1527348138.0110431,3.6443343,-4.8348608,-0.0010865
MsgID.GLOBAL_POSITION,1527348138.2271035,-122.3974509,37.7929173,4.9790000
MsgID.LOCAL_VELOCITY,1527348138.2271035,4.7600000,-5.0900000,0.0100000
MsgID.LOCAL_POSITION,1527348138.2313237,48.5443497,0.2139279,-4.9792466
MsgID.LOCAL_VELOCITY,1527348138.2313237,4.7693143,-5.0958705,0.0174912
MsgID.GLOBAL_POSITION,1527348138.4763107,-122.3974679,37.7929288,4.9780000
MsgID.LOCAL_VELOCITY,1527348138.4763107,5.7300000,-5.3300000,0.0000000
MsgID.LOCAL_POSITION,1527348138.4812648,49.8235359,-1.3036984,-4.9780240
MsgID.LOCAL_VELOCITY,1527348138.4812648,5.7319932,-5.3327527,-0.0068420
MsgID.GLOBAL_POSITION,1527348138.7262635,-122.3974809,37.7929419,4.9790000
MsgID.LOCAL_VELOCITY,1527348138.7262635,6.5000000,-5.4000000,-0.0600000
MsgID.LOCAL_POSITION,1527348138.7307973,51.2712173,-2.4548271,-4.9793139
MsgID.LOCAL_VELOCITY,1527348138.7307973,6.5089731,-5.4069524,-0.0656171
MsgID.STATE,1527348138.9654849,True,True
MsgID.GLOBAL_HOME,1527348138.9676299,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527348139.0110803,-122.3974959,37.7929587,4.9810000
MsgID.LOCAL_VELOCITY,1527348139.0110803,6.8400000,-5.3500000,-0.0400000
MsgID.LOCAL_POSITION,1527348139.0116978,53.1402664,-3.7938561,-4.9817276
MsgID.LOCAL_VELOCITY,1527348139.0116978,6.8494329,-5.3520360,-0.0454573
MsgID.GLOBAL_POSITION,1527348139.2275455,-122.3975112,37.7929739,4.9730000
MsgID.LOCAL_VELOCITY,1527348139.2275455,6.0900000,-4.6500000,-0.0500000
MsgID.LOCAL_POSITION,1527348139.2315850,54.8325577,-5.1463432,-4.9737444
MsgID.LOCAL_VELOCITY,1527348139.2315850,6.0974622,-4.6518116,-0.0524529
MsgID.GLOBAL_POSITION,1527348139.4778533,-122.3975226,37.7929849,4.9680000
MsgID.LOCAL_VELOCITY,1527348139.4778533,4.5300000,-3.5100000,-0.1200000
MsgID.LOCAL_POSITION,1527348139.4820490,56.0556526,-6.1669717,-4.9686484
MsgID.LOCAL_VELOCITY,1527348139.4820490,4.5357199,-3.5158761,-0.1286074
MsgID.GLOBAL_POSITION,1527348139.7276404,-122.3975310,37.7929939,4.9680000
MsgID.LOCAL_VELOCITY,1527348139.7276404,4.0700000,-2.8800000,-0.1400000
MsgID.LOCAL_POSITION,1527348139.7708209,57.0552940,-6.9118609,-4.9687505
MsgID.LOCAL_VELOCITY,1527348139.7708209,4.0760117,-2.8823478,-0.1463699
MsgID.STATE,1527348139.9666255,True,True
MsgID.GLOBAL_HOME,1527348139.9686983,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527348140.0107141,-122.3975388,37.7930043,4.9630000
MsgID.LOCAL_VELOCITY,1527348140.0107141,5.3000000,-2.4100000,-0.1900000
MsgID.LOCAL_POSITION,1527348140.0110972,58.2125168,-7.6008492,-4.9633756
MsgID.LOCAL_VELOCITY,1527348140.0110972,5.3087759,-2.4152656,-0.1950039
MsgID.GLOBAL_POSITION,1527348140.2275064,-122.3975444,37.7930175,4.9660000
MsgID.LOCAL_VELOCITY,1527348140.2275064,5.3200000,-1.5300000,-0.1800000
MsgID.LOCAL_POSITION,1527348140.2325661,59.6806297,-8.1055479,-4.9667253
MsgID.LOCAL_VELOCITY,1527348140.2325661,5.3226223,-1.5361245,-0.1812046
MsgID.GLOBAL_POSITION,1527348140.4786580,-122.3975460,37.7930265,4.9710000
MsgID.LOCAL_VELOCITY,1527348140.4786580,3.8400000,-0.7300000,-0.1800000
MsgID.LOCAL_POSITION,1527348140.4810045,60.6782417,-8.2397137,-4.9718032
MsgID.LOCAL_VELOCITY,1527348140.4810045,3.8443367,-0.7356169,-0.1860588
MsgID.GLOBAL_POSITION,1527348140.7296572,-122.3975503,37.7930342,4.9820000
MsgID.LOCAL_VELOCITY,1527348140.7296572,3.2300000,-0.6500000,-0.1000000
MsgID.LOCAL_POSITION,1527348140.7705059,61.5351105,-8.6261101,-4.9828959
MsgID.LOCAL_VELOCITY,1527348140.7705059,3.2310057,-0.6516789,-0.1011872
MsgID.STATE,1527348140.9673703,True,True
MsgID.GLOBAL_HOME,1527348140.9694493,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527348141.0109046,-122.3975516,37.7930439,4.9830000
MsgID.LOCAL_VELOCITY,1527348141.0109046,4.0300000,-0.6700000,-0.0300000
MsgID.LOCAL_POSITION,1527348141.0113113,62.6100502,-8.7371292,-4.9837289
MsgID.LOCAL_VELOCITY,1527348141.0113113,4.0328517,-0.6701579,-0.0391093
MsgID.GLOBAL_POSITION,1527348141.2281265,-122.3975513,37.7930528,4.9940000
MsgID.LOCAL_VELOCITY,1527348141.2281265,3.3800000,-0.5500000,0.0100000
MsgID.LOCAL_POSITION,1527348141.2326765,63.6033440,-8.7178087,-4.9945965
MsgID.LOCAL_VELOCITY,1527348141.2326765,3.3833597,-0.5584613,0.0147292
MsgID.GLOBAL_POSITION,1527348141.4799762,-122.3975527,37.7930574,5.0060000
MsgID.LOCAL_VELOCITY,1527348141.4799762,2.7100000,-0.5300000,0.1300000
MsgID.LOCAL_POSITION,1527348141.5227737,64.1074295,-8.8434792,-5.0065799
MsgID.LOCAL_VELOCITY,1527348141.5227737,2.7113011,-0.5330694,0.1350987
MsgID.GLOBAL_POSITION,1527348141.7298975,-122.3975557,37.7930644,5.0150000
MsgID.LOCAL_VELOCITY,1527348141.7298975,3.9700000,-0.5100000,0.1900000
MsgID.LOCAL_POSITION,1527348141.7323511,64.8899689,-9.1097374,-5.0153608
MsgID.LOCAL_VELOCITY,1527348141.7323511,3.9704926,-0.5158396,0.1999910
MsgID.STATE,1527348141.9661996,True,True
MsgID.GLOBAL_HOME,1527348141.9684610,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527348142.0105436,-122.3975588,37.7930743,5.0180000
MsgID.LOCAL_VELOCITY,1527348142.0105436,5.1200000,-0.4700000,0.2400000
MsgID.LOCAL_POSITION,1527348142.0107162,65.9907684,-9.3777170,-5.0187807
MsgID.LOCAL_VELOCITY,1527348142.0107162,5.1288972,-0.4767246,0.2406248
MsgID.GLOBAL_POSITION,1527348142.2289939,-122.3975601,37.7930872,5.0060000
MsgID.LOCAL_VELOCITY,1527348142.2289939,6.0500000,-0.4100000,0.2700000
MsgID.LOCAL_POSITION,1527348142.2314255,67.4202728,-9.4946651,-5.0064411
MsgID.LOCAL_VELOCITY,1527348142.2314255,6.0520945,-0.4193289,0.2786061
MsgID.GLOBAL_POSITION,1527348142.4801741,-122.3975603,37.7931032,4.9980000
MsgID.LOCAL_VELOCITY,1527348142.4801741,7.0500000,-0.3600000,0.1300000
MsgID.LOCAL_POSITION,1527348142.4829769,69.2026901,-9.5176830,-4.9984245
MsgID.LOCAL_VELOCITY,1527348142.4829769,7.0506921,-0.3608852,0.1348938
MsgID.GLOBAL_POSITION,1527348142.7302191,-122.3975607,37.7931197,4.9930000
MsgID.LOCAL_VELOCITY,1527348142.7302191,7.9200000,-0.3300000,0.1000000
MsgID.LOCAL_POSITION,1527348142.7328403,71.0286026,-9.5541668,-4.9937077
MsgID.LOCAL_VELOCITY,1527348142.7328403,7.9297681,-0.3316443,0.1099408
MsgID.STATE,1527348142.9661534,True,True
MsgID.GLOBAL_HOME,1527348142.9680982,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527348143.0105524,-122.3975624,37.7931374,4.9790000
MsgID.LOCAL_VELOCITY,1527348143.0105524,8.5700000,-0.3300000,0.0100000
MsgID.LOCAL_POSITION,1527348143.0107305,72.9945374,-9.6983299,-4.9799261
MsgID.LOCAL_VELOCITY,1527348143.0107305,8.5717211,-0.3304125,0.0158684
MsgID.GLOBAL_POSITION,1527348143.2309616,-122.3975638,37.7931581,4.9740000
MsgID.LOCAL_VELOCITY,1527348143.2309616,8.7800000,-0.2900000,-0.0500000
MsgID.LOCAL_POSITION,1527348143.2339385,75.2979813,-9.8228407,-4.9741268
MsgID.LOCAL_VELOCITY,1527348143.2339385,8.7855291,-0.2933169,-0.0579378
MsgID.GLOBAL_POSITION,1527348143.4815035,-122.3975620,37.7931791,4.9670000
MsgID.LOCAL_VELOCITY,1527348143.4815035,8.8300000,-0.2600000,-0.1100000
MsgID.LOCAL_POSITION,1527348143.4860735,77.6396027,-9.6689711,-4.9674916
MsgID.LOCAL_VELOCITY,1527348143.4860735,8.8375998,-0.2651692,-0.1160551
MsgID.GLOBAL_POSITION,1527348143.7310877,-122.3975641,37.7931991,4.9730000
MsgID.LOCAL_VELOCITY,1527348143.7310877,8.7300000,-0.3700000,-0.1400000
MsgID.LOCAL_POSITION,1527348143.7354457,79.8489609,-9.8492193,-4.9732761
MsgID.LOCAL_VELOCITY,1527348143.7354457,8.7307844,-0.3792062,-0.1458775
MsgID.STATE,1527348143.9663301,True,True
MsgID.GLOBAL_HOME,1527348143.9684587,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527348144.0105579,-122.3975644,37.7932154,4.9730000
MsgID.LOCAL_VELOCITY,1527348144.0105579,7.3800000,-0.3500000,-0.1000000
MsgID.LOCAL_POSITION,1527348144.0107305,81.6690674,-9.8797750,-4.9738054
MsgID.LOCAL_VELOCITY,1527348144.0107305,7.3883858,-0.3546556,-0.1024688
MsgID.GLOBAL_POSITION,1527348144.2315507,-122.3975642,37.7932294,4.9780000
MsgID.LOCAL_VELOCITY,1527348144.2315507,5.3900000,-0.2800000,-0.1700000
MsgID.LOCAL_POSITION,1527348144.2355080,83.2170258,-9.8648062,-4.9786000
MsgID.LOCAL_VELOCITY,1527348144.2355080,5.3996062,-0.2858539,-0.1787653
MsgID.GLOBAL_POSITION,1527348144.4803576,-122.3975666,37.7932404,4.9870000
MsgID.LOCAL_VELOCITY,1527348144.4803576,4.5200000,-0.7500000,-0.0700000
MsgID.LOCAL_POSITION,1527348144.5232172,84.4441528,-10.0716448,-4.9874988
MsgID.LOCAL_VELOCITY,1527348144.5232172,4.5271969,-0.7541540,-0.0753700
MsgID.GLOBAL_POSITION,1527348144.7309012,-122.3975711,37.7932519,4.9900000
MsgID.LOCAL_VELOCITY,1527348144.7309012,4.6100000,-1.8500000,-0.0300000
MsgID.LOCAL_POSITION,1527348144.7349892,85.7157364,-10.4763069,-4.9901171
MsgID.LOCAL_VELOCITY,1527348144.7349892,4.6100979,-1.8509817,-0.0392892
MsgID.STATE,1527348144.9666336,True,True
MsgID.GLOBAL_HOME,1527348144.9685082,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527348145.0108082,-122.3975767,37.7932607,4.9920000
MsgID.LOCAL_VELOCITY,1527348145.0108082,3.4600000,-2.3200000,0.0000000
MsgID.LOCAL_POSITION,1527348145.0112438,86.7031784,-10.9693184,-4.9920850
MsgID.LOCAL_VELOCITY,1527348145.0112438,3.4626513,-2.3210428,0.0066941
MsgID.GLOBAL_POSITION,1527348145.2326469,-122.3975819,37.7932668,4.9980000
MsgID.LOCAL_VELOCITY,1527348145.2326469,1.8300000,-2.0800000,0.0100000
MsgID.LOCAL_POSITION,1527348145.2366724,87.3717041,-11.4383125,-4.9980750
MsgID.LOCAL_VELOCITY,1527348145.2366724,1.8306206,-2.0829773,0.0169281
MsgID.GLOBAL_POSITION,1527348145.4809375,-122.3975903,37.7932714,4.9980000
MsgID.LOCAL_VELOCITY,1527348145.4809375,1.2400000,-1.8900000,0.0600000
MsgID.LOCAL_POSITION,1527348145.5226817,87.8848419,-12.1776381,-4.9983020
MsgID.LOCAL_VELOCITY,1527348145.5226817,1.2489299,-1.8969438,0.0610657
MsgID.GLOBAL_POSITION,1527348145.7312894,-122.3975941,37.7932746,4.9940000
MsgID.LOCAL_VELOCITY,1527348145.7312894,2.6100000,-2.1000000,0.0300000
MsgID.LOCAL_POSITION,1527348145.7355590,88.2395630,-12.5195990,-4.9946179
MsgID.LOCAL_VELOCITY,1527348145.7355590,2.6193035,-2.1011457,0.0354988
MsgID.STATE,1527348145.9674990,True,True
MsgID.GLOBAL_HOME,1527348145.9697037,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527348146.0109158,-122.3975988,37.7932816,4.9980000
MsgID.LOCAL_VELOCITY,1527348146.0109158,3.8600000,-2.2000000,0.0200000
MsgID.LOCAL_POSITION,1527348146.0113738,89.0163803,-12.9400215,-4.9984345
MsgID.LOCAL_VELOCITY,1527348146.0113738,3.8638847,-2.2043381,0.0277222
MsgID.GLOBAL_POSITION,1527348146.2327311,-122.3976049,37.7932915,4.9880000
MsgID.LOCAL_VELOCITY,1527348146.2327311,4.5800000,-2.0100000,0.0300000
MsgID.LOCAL_POSITION,1527348146.2369199,90.1217422,-13.4821205,-4.9882798
MsgID.LOCAL_VELOCITY,1527348146.2369199,4.5840735,-2.0180159,0.0378460
MsgID.GLOBAL_POSITION,1527348146.4812124,-122.3976118,37.7933015,4.9780000
MsgID.LOCAL_VELOCITY,1527348146.4812124,3.9900000,-1.4100000,-0.0200000
MsgID.LOCAL_POSITION,1527348146.4853985,91.2274246,-14.0963688,-4.9784975
MsgID.LOCAL_VELOCITY,1527348146.4853985,3.9917188,-1.4110838,-0.0236284
MsgID.GLOBAL_POSITION,1527348146.7320018,-122.3976161,37.7933089,4.9810000
MsgID.LOCAL_VELOCITY,1527348146.7320018,3.2900000,-1.4400000,-0.0500000
MsgID.LOCAL_POSITION,1527348146.7748239,92.0583496,-14.4748154,-4.9819527
MsgID.LOCAL_VELOCITY,1527348146.7748239,3.2992492,-1.4471092,-0.0595887
MsgID.STATE,1527348146.9669874,True,True
MsgID.GLOBAL_HOME,1527348146.9688771,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527348147.0150585,-122.3976199,37.7933181,4.9870000
MsgID.LOCAL_VELOCITY,1527348147.0150585,3.9900000,-2.3600000,-0.0600000
MsgID.LOCAL_POSITION,1527348147.0154126,93.0807571,-14.8159380,-4.9873991
MsgID.LOCAL_VELOCITY,1527348147.0154126,3.9902546,-2.3618004,-0.0686602
MsgID.GLOBAL_POSITION,1527348147.2348609,-122.3976296,37.7933279,4.9920000
MsgID.LOCAL_VELOCITY,1527348147.2348609,4.5400000,-3.2600000,-0.0500000
MsgID.LOCAL_POSITION,1527348147.2371519,94.1663513,-15.6758766,-4.9927645
MsgID.LOCAL_VELOCITY,1527348147.2371519,4.5480380,-3.2707107,-0.0587844
MsgID.GLOBAL_POSITION,1527348147.4834092,-122.3976409,37.7933381,4.9950000
MsgID.LOCAL_VELOCITY,1527348147.4834092,4.9800000,-4.1200000,-0.0500000
MsgID.LOCAL_POSITION,1527348147.4859862,95.2967834,-16.6782036,-4.9956665
MsgID.LOCAL_VELOCITY,1527348147.4859862,4.9839959,-4.1299720,-0.0541125
MsgID.GLOBAL_POSITION,1527348147.7353806,-122.3976511,37.7933501,4.9960000
MsgID.LOCAL_VELOCITY,1527348147.7353806,5.4300000,-4.8900000,0.0000000
MsgID.LOCAL_POSITION,1527348147.7374272,96.6268158,-17.5829926,-4.9968562
MsgID.LOCAL_VELOCITY,1527348147.7374272,5.4395113,-4.8992658,-0.0041855
MsgID.STATE,1527348147.9678650,True,True
MsgID.GLOBAL_HOME,1527348147.9704070,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527348148.0110626,-122.3976655,37.7933622,4.9950000
MsgID.LOCAL_VELOCITY,1527348148.0110626,5.8100000,-5.6000000,0.0200000
MsgID.LOCAL_POSITION,1527348148.0116529,97.9939346,-18.8924141,-4.9957886
MsgID.LOCAL_VELOCITY,1527348148.0116529,5.8230577,-5.6164398,0.0287089
MsgID.GLOBAL_POSITION,1527348148.2354596,-122.3976843,37.7933756,5.0000000
MsgID.LOCAL_VELOCITY,1527348148.2354596,6.0500000,-6.0300000,0.0400000
MsgID.LOCAL_POSITION,1527348148.2378256,99.4655228,-20.5329990,-5.0002193
MsgID.LOCAL_VELOCITY,1527348148.2378256,6.0564499,-6.0387659,0.0445900
MsgID.GLOBAL_POSITION,1527348148.4846113,-122.3976988,37.7933884,5.0100000
MsgID.LOCAL_VELOCITY,1527348148.4846113,6.1800000,-6.1700000,0.0400000
MsgID.LOCAL_POSITION,1527348148.4866948,100.8835754,-21.8241997,-5.0102892
MsgID.LOCAL_VELOCITY,1527348148.4866948,6.1876674,-6.1753454,0.0413688
MsgID.GLOBAL_POSITION,1527348148.7340450,-122.3977163,37.7934028,5.0130000
MsgID.LOCAL_VELOCITY,1527348148.7340450,5.8600000,-5.8100000,0.1500000
MsgID.LOCAL_POSITION,1527348148.7365451,102.4826660,-23.3837833,-5.0130782
MsgID.LOCAL_VELOCITY,1527348148.7365451,5.8691945,-5.8162451,0.1504033
MsgID.STATE,1527348148.9676995,True,True
MsgID.GLOBAL_HOME,1527348148.9696848,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527348149.0105743,-122.3977321,37.7934162,4.9970000
MsgID.LOCAL_VELOCITY,1527348149.0105743,4.5700000,-4.6500000,0.1500000
MsgID.LOCAL_POSITION,1527348149.0107510,103.9790726,-24.7877369,-4.9978843
MsgID.LOCAL_VELOCITY,1527348149.0107510,4.5743361,-4.6514378,0.1598457
MsgID.GLOBAL_POSITION,1527348149.2352099,-122.3977430,37.7934243,5.0070000
MsgID.LOCAL_VELOCITY,1527348149.2352099,3.8100000,-3.5000000,0.0700000
MsgID.LOCAL_POSITION,1527348149.2785490,104.8745346,-25.7523174,-5.0076489
MsgID.LOCAL_VELOCITY,1527348149.2785490,3.8149562,-3.5056467,0.0777738
MsgID.GLOBAL_POSITION,1527348149.4858057,-122.3977522,37.7934334,5.0080000
MsgID.LOCAL_VELOCITY,1527348149.4858057,4.4500000,-2.3300000,0.1300000
MsgID.LOCAL_POSITION,1527348149.4879687,105.8891907,-26.5722485,-5.0085258
MsgID.LOCAL_VELOCITY,1527348149.4879687,4.4519639,-2.3321364,0.1307179
MsgID.GLOBAL_POSITION,1527348149.7365403,-122.3977563,37.7934434,5.0010000
MsgID.LOCAL_VELOCITY,1527348149.7365403,4.1800000,-1.0100000,0.1300000
MsgID.LOCAL_POSITION,1527348149.7370496,107.0016174,-26.9403362,-5.0016084
MsgID.LOCAL_VELOCITY,1527348149.7370496,4.1837368,-1.0059694,0.1313277
MsgID.STATE,1527348149.9698503,True,True
MsgID.GLOBAL_HOME,1527348149.9705374,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527348150.0107319,-122.3977571,37.7934522,4.9940000
MsgID.LOCAL_VELOCITY,1527348150.0107319,3.0700000,0.1200000,0.0500000
MsgID.LOCAL_POSITION,1527348150.0109429,107.9768906,-27.0043011,-4.9946222
MsgID.LOCAL_VELOCITY,1527348150.0109429,3.0762670,0.1262093,0.0596264
MsgID.GLOBAL_POSITION,1527348150.2365732,-122.3977546,37.7934576,4.9970000
MsgID.LOCAL_VELOCITY,1527348150.2365732,1.7800000,0.8300000,0.0000000
MsgID.LOCAL_POSITION,1527348150.2371330,108.5736008,-26.7851791,-4.9975424
MsgID.LOCAL_VELOCITY,1527348150.2371330,1.7880342,0.8333996,0.0068750
MsgID.GLOBAL_POSITION,1527348150.4847817,-122.3977545,37.7934602,4.9980000
MsgID.LOCAL_VELOCITY,1527348150.4847817,1.3300000,0.7300000,0.0200000
MsgID.LOCAL_POSITION,1527348150.5308785,108.8703537,-26.7782154,-4.9988718
MsgID.LOCAL_VELOCITY,1527348150.5308785,1.3389738,0.7333004,0.0314023
MsgID.GLOBAL_POSITION,1527348150.7356374,-122.3977533,37.7934645,4.9910000
MsgID.LOCAL_VELOCITY,1527348150.7356374,2.6100000,0.1200000,0.0000000
MsgID.LOCAL_POSITION,1527348150.7388685,109.3538437,-26.6623840,-4.9918494
MsgID.LOCAL_VELOCITY,1527348150.7388685,2.6435802,0.1081701,0.0031114
MsgID.STATE,1527348150.9674807,True,True
MsgID.GLOBAL_HOME,1527348150.9696279,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527348151.0108342,-122.3977530,37.7934716,4.9940000
MsgID.LOCAL_VELOCITY,1527348151.0108342,3.6400000,-0.5800000,-0.0200000
MsgID.LOCAL_POSITION,1527348151.0113742,110.1328506,-26.6392536,-4.9943371
MsgID.LOCAL_VELOCITY,1527348151.0113742,3.6415963,-0.5853240,-0.0278767
MsgID.GLOBAL_POSITION,1527348151.2362268,-122.3977554,37.7934807,4.9980000
MsgID.LOCAL_VELOCITY,1527348151.2362268,4.1900000,-1.4000000,0.0100000
MsgID.LOCAL_POSITION,1527348151.2384353,111.1580200,-26.8651905,-4.9982171
MsgID.LOCAL_VELOCITY,1527348151.2384353,4.1955223,-1.4150860,0.0132938
MsgID.GLOBAL_POSITION,1527348151.4864461,-122.3977599,37.7934897,4.9850000
MsgID.LOCAL_VELOCITY,1527348151.4864461,3.8000000,-1.7300000,0.0200000
MsgID.LOCAL_POSITION,1527348151.4886599,112.1504669,-27.2646236,-4.9855537
MsgID.LOCAL_VELOCITY,1527348151.4886599,3.7933528,-1.7399973,0.0179168
MsgID.GLOBAL_POSITION,1527348151.7363458,-122.3977650,37.7934958,4.9860000
MsgID.LOCAL_VELOCITY,1527348151.7363458,2.4900000,-1.5000000,-0.0500000
MsgID.LOCAL_POSITION,1527348151.7392626,112.8214874,-27.7112465,-4.9865317
MsgID.LOCAL_VELOCITY,1527348151.7392626,2.4930003,-1.5068896,-0.0516327
MsgID.STATE,1527348151.9684546,True,True
MsgID.GLOBAL_HOME,1527348151.9711027,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527348152.0150797,-122.3977689,37.7934999,4.9880000
MsgID.LOCAL_VELOCITY,1527348152.0150797,1.8700000,-1.4600000,-0.0300000
MsgID.LOCAL_POSITION,1527348152.0153301,113.2705154,-28.0557518,-4.9887781
MsgID.LOCAL_VELOCITY,1527348152.0153301,1.8752638,-1.4683841,-0.0391900
MsgID.GLOBAL_POSITION,1527348152.2371407,-122.3977740,37.7935069,4.9840000
MsgID.LOCAL_VELOCITY,1527348152.2371407,2.9400000,-2.1900000,-0.0600000
MsgID.LOCAL_POSITION,1527348152.2400653,114.0884476,-28.5267315,-4.9837461
MsgID.LOCAL_VELOCITY,1527348152.2400653,2.9779582,-2.2183247,-0.0602027
MsgID.GLOBAL_POSITION,1527348152.4878950,-122.3977813,37.7935154,4.9770000
MsgID.LOCAL_VELOCITY,1527348152.4878950,3.7500000,-2.9800000,-0.1300000
MsgID.LOCAL_POSITION,1527348152.4889681,115.0117493,-29.1707325,-4.9774461
MsgID.LOCAL_VELOCITY,1527348152.4889681,3.7644696,-2.9946949,-0.1371918
MsgID.GLOBAL_POSITION,1527348152.7381306,-122.3977904,37.7935227,4.9700000
MsgID.LOCAL_VELOCITY,1527348152.7381306,3.7200000,-3.1400000,-0.1100000
MsgID.LOCAL_POSITION,1527348152.7408023,115.8137741,-29.9647064,-4.9705238
MsgID.LOCAL_VELOCITY,1527348152.7408023,3.7215662,-3.1414981,-0.1156949
MsgID.STATE,1527348152.9692919,True,True
MsgID.GLOBAL_HOME,1527348152.9695702,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527348153.0106523,-122.3977982,37.7935289,4.9700000
MsgID.LOCAL_VELOCITY,1527348153.0106523,2.8300000,-2.4500000,-0.2000000
MsgID.LOCAL_POSITION,1527348153.0108252,116.5367737,-30.7001781,-4.9708648
MsgID.LOCAL_VELOCITY,1527348153.0108252,2.7587790,-2.3935263,-0.2216140
MsgID.GLOBAL_POSITION,1527348153.2373633,-122.3978041,37.7935352,4.9790000
MsgID.LOCAL_VELOCITY,1527348153.2373633,2.2200000,-1.9300000,-0.2000000
MsgID.LOCAL_POSITION,1527348153.2787218,117.2331467,-31.2070217,-4.9798598
MsgID.LOCAL_VELOCITY,1527348153.2787218,2.2403572,-1.9410150,-0.1936069
MsgID.GLOBAL_POSITION,1527348153.4872079,-122.3978100,37.7935431,4.9810000
MsgID.LOCAL_VELOCITY,1527348153.4872079,3.3000000,-2.3700000,-0.1800000
MsgID.LOCAL_POSITION,1527348153.4899044,118.1047211,-31.7315865,-4.9820423
MsgID.LOCAL_VELOCITY,1527348153.4899044,3.3586960,-2.3894057,-0.1882608
MsgID.GLOBAL_POSITION,1527348153.7368898,-122.3978174,37.7935505,4.9920000
MsgID.LOCAL_VELOCITY,1527348153.7368898,4.3500000,-2.7900000,-0.0700000
MsgID.LOCAL_POSITION,1527348153.7398605,118.8952789,-32.3702698,-4.9923954
MsgID.LOCAL_VELOCITY,1527348153.7398605,4.3532829,-2.7973466,-0.0761009
