MsgID.STATE,1527348119.8947570,False,False
MsgID.STATE,1527348153.9682176,True,True
MsgID.GLOBAL_HOME,1527348153.9702489,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527348154.0107615,-122.3978258,37.7935605,4.9990000
MsgID.LOCAL_VELOCITY,1527348154.0107615,4.9400000,-2.8200000,-0.0300000
MsgID.LOCAL_POSITION,1527348154.0111041,120.0569153,-33.1441650,-4.9999809
MsgID.LOCAL_VELOCITY,1527348154.0111041,4.9478374,-2.8162243,-0.0236808
MsgID.GLOBAL_POSITION,1527348154.2386558,-122.3978315,37.7935719,5.0020000
MsgID.LOCAL_VELOCITY,1527348154.2386558,4.3200000,-2.2300000,0.0700000
MsgID.LOCAL_POSITION,1527348154.2406242,121.3220749,-33.6402359,-5.0026155
MsgID.LOCAL_VELOCITY,1527348154.2406242,4.2673364,-2.1989615,0.0779797
MsgID.GLOBAL_POSITION,1527348154.4871211,-122.3978378,37.7935805,5.0180000
MsgID.LOCAL_VELOCITY,1527348154.4871211,3.4200000,-2.1500000,0.1200000
MsgID.LOCAL_POSITION,1527348154.5306268,122.2648163,-34.2121696,-5.0190339
MsgID.LOCAL_VELOCITY,1527348154.5306268,3.4295397,-2.1812003,0.1241333
MsgID.GLOBAL_POSITION,1527348154.7368515,-122.3978452,37.7935886,5.0240000
MsgID.LOCAL_VELOCITY,1527348154.7368515,3.9800000,-2.9800000,0.2100000
MsgID.LOCAL_POSITION,1527348154.7410812,123.1560898,-34.8520889,-5.0241785
MsgID.LOCAL_VELOCITY,1527348154.7410812,4.0091929,-3.0117116,0.2180855
MsgID.STATE,1527348154.9712718,True,True
MsgID.GLOBAL_HOME,1527348154.9717038,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527348155.0156384,-122.3978542,37.7935981,5.0240000
MsgID.LOCAL_VELOCITY,1527348155.0156384,4.4900000,-3.8700000,0.2500000
MsgID.LOCAL_POSITION,1527348155.0162759,124.2450943,-35.7000275,-5.0239706
MsgID.LOCAL_VELOCITY,1527348155.0162759,4.5080271,-3.9215984,0.2713689
MsgID.GLOBAL_POSITION,1527348155.2381437,-122.3978690,37.7936088,5.0140000
MsgID.LOCAL_VELOCITY,1527348155.2381437,4.8000000,-4.7800000,0.2300000
MsgID.LOCAL_POSITION,1527348155.2412188,125.4209976,-37.0038986,-5.0139790
MsgID.LOCAL_VELOCITY,1527348155.2412188,4.8137608,-4.8195691,0.2244210
MsgID.GLOBAL_POSITION,1527348155.4888124,-122.3978832,37.7936186,5.0060000
MsgID.LOCAL_VELOCITY,1527348155.4888124,4.7700000,-5.0800000,0.1500000
MsgID.LOCAL_POSITION,1527348155.4910605,126.4690323,-38.2194710,-5.0060716
MsgID.LOCAL_VELOCITY,1527348155.4910605,4.7742062,-5.0850720,0.1565859
MsgID.GLOBAL_POSITION,1527348155.7381396,-122.3978959,37.7936286,4.9970000
MsgID.LOCAL_VELOCITY,1527348155.7381396,3.6900000,-4.0900000,0.0600000
MsgID.LOCAL_POSITION,1527348155.7420044,127.5805664,-39.3494148,-4.9971066
MsgID.LOCAL_VELOCITY,1527348155.7420044,3.6983526,-4.0971222,0.0601134
MsgID.STATE,1527348155.9718642,True,True
MsgID.GLOBAL_HOME,1527348155.9727817,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527348156.0145383,-122.3979038,37.7936376,4.9900000
MsgID.LOCAL_VELOCITY,1527348156.0145383,3.0100000,-2.8000000,-0.0100000
MsgID.LOCAL_POSITION,1527348156.0147598,128.5788116,-40.0484962,-4.9906373
MsgID.LOCAL_VELOCITY,1527348156.0147598,3.0167811,-2.8057659,-0.0163977
MsgID.GLOBAL_POSITION,1527348156.2448318,-122.3979093,37.7936434,4.9870000
MsgID.LOCAL_VELOCITY,1527348156.2448318,3.4600000,-1.3800000,-0.0600000
MsgID.LOCAL_POSITION,1527348156.2453880,129.2362518,-40.5414963,-4.9874926
MsgID.LOCAL_VELOCITY,1527348156.2453880,3.4796934,-1.3541121,-0.0697482
MsgID.GLOBAL_POSITION,1527348156.4885764,-122.3979123,37.7936512,4.9810000
MsgID.LOCAL_VELOCITY,1527348156.4885764,3.7500000,-0.0600000,-0.1200000
MsgID.LOCAL_POSITION,1527348156.4912016,130.1001282,-40.8058510,-4.9811063
MsgID.LOCAL_VELOCITY,1527348156.4912016,3.7639823,-0.0399363,-0.1281122
MsgID.GLOBAL_POSITION,1527348156.7393823,-122.3979129,37.7936613,4.9820000
MsgID.LOCAL_VELOCITY,1527348156.7393823,3.9600000,1.1800000,-0.1400000
MsgID.LOCAL_POSITION,1527348156.7426226,131.2104340,-40.8587074,-4.9826488
MsgID.LOCAL_VELOCITY,1527348156.7426226,3.9704220,1.1855322,-0.1442774
MsgID.STATE,1527348156.9699647,True,True
MsgID.GLOBAL_HOME,1527348156.9701965,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527348156.9889882,-122.3979075,37.7936713,4.9840000
MsgID.LOCAL_VELOCITY,1527348156.9889882,4.1600000,2.2700000,-0.1200000
MsgID.LOCAL_POSITION,1527348157.0308867,132.3644562,-40.3426666,-4.9845128
MsgID.LOCAL_VELOCITY,1527348157.0308867,4.1765790,2.3235388,-0.1253021
MsgID.GLOBAL_POSITION,1527348157.2386286,-122.3978981,37.7936802,4.9820000
MsgID.LOCAL_VELOCITY,1527348157.2386286,4.3600000,3.3500000,-0.0900000
MsgID.LOCAL_POSITION,1527348157.2434499,133.3330536,-39.5278053,-4.9821196
MsgID.LOCAL_VELOCITY,1527348157.2434499,4.3725209,3.3743360,-0.0948521
MsgID.GLOBAL_POSITION,1527348157.4897773,-122.3978876,37.7936899,4.9860000
MsgID.LOCAL_VELOCITY,1527348157.4897773,4.5800000,4.3100000,-0.0900000
MsgID.LOCAL_POSITION,1527348157.4928665,134.4634094,-38.5435867,-4.9865098
MsgID.LOCAL_VELOCITY,1527348157.4928665,4.5984993,4.3807402,-0.1072363
MsgID.GLOBAL_POSITION,1527348157.7387342,-122.3978739,37.7937011,4.9980000
MsgID.LOCAL_VELOCITY,1527348157.7387342,4.8100000,5.2300000,-0.0900000
MsgID.LOCAL_POSITION,1527348157.7431588,135.6961670,-37.3221512,-4.9985857
MsgID.LOCAL_VELOCITY,1527348157.7431588,4.8307338,5.2771401,-0.0842616
MsgID.STATE,1527348157.9698846,True,True
MsgID.GLOBAL_HOME,1527348157.9706006,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527348158.0146260,-122.3978583,37.7937129,5.0020000
MsgID.LOCAL_VELOCITY,1527348158.0146260,5.0500000,6.0400000,0.0000000
MsgID.LOCAL_POSITION,1527348158.0148933,136.9976959,-35.9397583,-5.0028419
MsgID.LOCAL_VELOCITY,1527348158.0148933,5.0678120,6.0782881,0.0043690
MsgID.GLOBAL_POSITION,1527348158.2392118,-122.3978414,37.7937243,4.9990000
MsgID.LOCAL_VELOCITY,1527348158.2392118,5.2600000,6.6400000,0.0100000
MsgID.LOCAL_POSITION,1527348158.2439964,138.2360535,-34.4675674,-4.9997907
MsgID.LOCAL_VELOCITY,1527348158.2439964,5.2627187,6.6544251,0.0159602
MsgID.GLOBAL_POSITION,1527348158.4891815,-122.3978211,37.7937360,5.0010000
MsgID.LOCAL_VELOCITY,1527348158.4891815,5.3200000,6.8900000,0.0400000
MsgID.LOCAL_POSITION,1527348158.4938719,139.5503540,-32.6390076,-5.0011020
MsgID.LOCAL_VELOCITY,1527348158.4938719,5.3259087,6.9010382,0.0489008
MsgID.GLOBAL_POSITION,1527348158.7398794,-122.3978020,37.7937459,4.9970000
MsgID.LOCAL_VELOCITY,1527348158.7398794,5.3500000,6.9800000,0.0600000
MsgID.LOCAL_POSITION,1527348158.7459724,140.6840057,-30.8798580,-4.9977179
MsgID.LOCAL_VELOCITY,1527348158.7459724,5.3571382,6.9918728,0.0505826
MsgID.STATE,1527348158.9695377,True,True
MsgID.GLOBAL_HOME,1527348158.9698775,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527348159.0108786,-122.3977796,37.7937580,4.9990000
MsgID.LOCAL_VELOCITY,1527348159.0108786,5.4200000,7.0000000,0.0200000
MsgID.LOCAL_POSITION,1527348159.0114803,141.9563141,-29.0071602,-4.9990487
MsgID.LOCAL_VELOCITY,1527348159.0114803,5.4203649,7.0017028,0.0269974
MsgID.GLOBAL_POSITION,1527348159.2393327,-122.3977596,37.7937705,4.9990000
MsgID.LOCAL_VELOCITY,1527348159.2393327,5.4800000,6.9500000,0.0700000
MsgID.LOCAL_POSITION,1527348159.2435131,143.3435822,-27.2298794,-4.9992080
MsgID.LOCAL_VELOCITY,1527348159.2435131,5.4895554,6.9580998,0.0701487
MsgID.GLOBAL_POSITION,1527348159.4893448,-122.3977415,37.7937847,4.9960000
MsgID.LOCAL_VELOCITY,1527348159.4893448,5.5300000,6.9400000,0.0300000
MsgID.LOCAL_POSITION,1527348159.4934237,144.9156647,-25.6256523,-4.9966879
MsgID.LOCAL_VELOCITY,1527348159.4934237,5.5378408,6.9450297,0.0357597
MsgID.GLOBAL_POSITION,1527348159.7394474,-122.3977222,37.7937974,5.0040000
MsgID.LOCAL_VELOCITY,1527348159.7394474,5.4700000,6.9900000,0.0400000
MsgID.LOCAL_POSITION,1527348159.7441745,146.3351135,-23.9060307,-5.0046968
MsgID.LOCAL_VELOCITY,1527348159.7441745,5.4739513,6.9937840,0.0434997
MsgID.STATE,1527348159.9715595,True,True
MsgID.GLOBAL_HOME,1527348159.9720085,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527348160.0147669,-122.3977024,37.7938086,5.0030000
MsgID.LOCAL_VELOCITY,1527348160.0147669,5.3600000,7.0300000,0.0800000
MsgID.LOCAL_POSITION,1527348160.0150027,147.5807190,-22.1455212,-5.0030074
MsgID.LOCAL_VELOCITY,1527348160.0150027,5.3651571,7.0302467,0.0858681
MsgID.GLOBAL_POSITION,1527348160.2397377,-122.3976821,37.7938191,5.0080000
MsgID.LOCAL_VELOCITY,1527348160.2397377,4.8800000,6.2700000,0.0600000
MsgID.LOCAL_POSITION,1527348160.2439544,148.7412262,-20.3406715,-5.0080323
MsgID.LOCAL_VELOCITY,1527348160.2439544,4.8836455,6.2747068,0.0633228
MsgID.GLOBAL_POSITION,1527348160.4897563,-122.3976657,37.7938300,5.0080000
MsgID.LOCAL_VELOCITY,1527348160.4897563,3.8400000,4.8300000,0.0800000
MsgID.LOCAL_POSITION,1527348160.4946361,149.9567413,-18.8825760,-5.0080628
MsgID.LOCAL_VELOCITY,1527348160.4946361,3.8429604,4.8331366,0.0816160
MsgID.GLOBAL_POSITION,1527348160.7404461,-122.3976546,37.7938384,5.0130000
MsgID.LOCAL_VELOCITY,1527348160.7404461,3.3800000,3.4900000,0.0800000
MsgID.LOCAL_POSITION,1527348160.7831023,150.8867035,-17.9003105,-5.0130739
MsgID.LOCAL_VELOCITY,1527348160.7831023,3.3817925,3.4931817,0.0896449
MsgID.STATE,1527348160.9707370,True,True
MsgID.GLOBAL_HOME,1527348160.9711881,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527348161.0147066,-122.3976468,37.7938460,5.0080000
MsgID.LOCAL_VELOCITY,1527348161.0147066,3.5900000,2.0700000,0.0900000
MsgID.LOCAL_POSITION,1527348161.0150919,151.7413788,-17.2023773,-5.0081544
MsgID.LOCAL_VELOCITY,1527348161.0150919,3.5988460,2.0710423,0.0940351
MsgID.GLOBAL_POSITION,1527348161.2421200,-122.3976434,37.7938532,5.0040000
MsgID.LOCAL_VELOCITY,1527348161.2421200,3.1100000,0.8300000,0.1000000
MsgID.LOCAL_POSITION,1527348161.2460685,152.5413361,-16.8960991,-5.0043941
MsgID.LOCAL_VELOCITY,1527348161.2460685,3.1041377,0.8138563,0.1049539
MsgID.GLOBAL_POSITION,1527348161.4910767,-122.3976450,37.7938595,5.0060000
MsgID.LOCAL_VELOCITY,1527348161.4910767,2.0600000,-0.3600000,0.0400000
MsgID.LOCAL_POSITION,1527348161.4949126,153.2264557,-17.0477905,-5.0069604
MsgID.LOCAL_VELOCITY,1527348161.4949126,2.0617387,-0.3646471,0.0405339
MsgID.GLOBAL_POSITION,1527348161.7406454,-122.3976464,37.7938632,5.0030000
MsgID.LOCAL_VELOCITY,1527348161.7406454,1.7100000,-0.6100000,0.1000000
MsgID.LOCAL_POSITION,1527348161.7828791,153.6656952,-17.1596794,-5.0029883
MsgID.LOCAL_VELOCITY,1527348161.7828791,1.7706965,-0.5884667,0.0874340
MsgID.STATE,1527348161.9703410,True,True
MsgID.GLOBAL_HOME,1527348161.9705193,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527348161.9917834,-122.3976453,37.7938686,4.9950000
MsgID.LOCAL_VELOCITY,1527348161.9917834,3.0200000,-0.1800000,0.0300000
MsgID.LOCAL_POSITION,1527348162.0386362,154.2434692,-17.0740967,-4.9954224
MsgID.LOCAL_VELOCITY,1527348162.0386362,3.0221243,-0.1835170,0.0332036
MsgID.GLOBAL_POSITION,1527348162.2415278,-122.3976480,37.7938760,4.9990000
MsgID.LOCAL_VELOCITY,1527348162.2415278,3.3000000,0.0300000,-0.0100000
MsgID.LOCAL_POSITION,1527348162.2456901,155.0599213,-17.3107166,-4.9996052
MsgID.LOCAL_VELOCITY,1527348162.2456901,3.3028986,0.0307757,-0.0146322
MsgID.GLOBAL_POSITION,1527348162.4920659,-122.3976487,37.7938832,4.9920000
MsgID.LOCAL_VELOCITY,1527348162.4920659,3.0000000,-0.3100000,0.0200000
MsgID.LOCAL_POSITION,1527348162.5345039,155.8663330,-17.3762169,-4.9928341
MsgID.LOCAL_VELOCITY,1527348162.5345039,3.0073683,-0.3165647,0.0201775
MsgID.GLOBAL_POSITION,1527348162.7405393,-122.3976507,37.7938905,4.9840000
MsgID.LOCAL_VELOCITY,1527348162.7405393,3.6400000,-1.4000000,-0.0700000
MsgID.LOCAL_POSITION,1527348162.7470565,156.6723633,-17.5504150,-4.9849100
MsgID.LOCAL_VELOCITY,1527348162.7470565,3.6464942,-1.4050499,-0.0744107
MsgID.STATE,1527348162.9711971,True,True
MsgID.GLOBAL_HOME,1527348162.9715860,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527348163.0145524,-122.3976549,37.7938992,4.9910000
MsgID.LOCAL_VELOCITY,1527348163.0145524,4.0500000,-2.4700000,-0.0800000
MsgID.LOCAL_POSITION,1527348163.0147417,157.6393738,-17.9261150,-4.9910541
MsgID.LOCAL_VELOCITY,1527348163.0147417,4.0513544,-2.4718895,-0.0887957
MsgID.GLOBAL_POSITION,1527348163.2420213,-122.3976642,37.7939083,4.9850000
MsgID.LOCAL_VELOCITY,1527348163.2420213,3.9600000,-3.5400000,-0.0700000
MsgID.LOCAL_POSITION,1527348163.2464495,158.6536407,-18.7466621,-4.9857898
MsgID.LOCAL_VELOCITY,1527348163.2464495,3.9616356,-3.5420866,-0.0778672
MsgID.GLOBAL_POSITION,1527348163.4922357,-122.3976746,37.7939164,4.9880000
MsgID.LOCAL_VELOCITY,1527348163.4922357,3.1400000,-3.8300000,-0.1400000
MsgID.LOCAL_POSITION,1527348163.4964755,159.5578918,-19.6747780,-4.9886675
MsgID.LOCAL_VELOCITY,1527348163.4964755,3.1459844,-3.8363459,-0.1428773
MsgID.GLOBAL_POSITION,1527348163.7419484,-122.3976839,37.7939221,4.9940000
MsgID.LOCAL_VELOCITY,1527348163.7419484,1.8400000,-3.0700000,-0.1000000
MsgID.LOCAL_POSITION,1527348163.7460413,160.1817627,-20.5055180,-4.9948115
MsgID.LOCAL_VELOCITY,1527348163.7460413,1.8402566,-3.0747416,-0.1084775
MsgID.STATE,1527348163.9705884,True,True
MsgID.GLOBAL_HOME,1527348163.9707766,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527348164.0144966,-122.3976916,37.7939254,4.9900000
MsgID.LOCAL_VELOCITY,1527348164.0144966,1.4500000,-2.7500000,-0.0400000
MsgID.LOCAL_POSITION,1527348164.0146852,160.5482330,-21.1868019,-4.9900813
MsgID.LOCAL_VELOCITY,1527348164.0146852,1.4541916,-2.7531927,-0.0480027
MsgID.GLOBAL_POSITION,1527348164.2422709,-122.3977001,37.7939299,4.9880000
MsgID.LOCAL_VELOCITY,1527348164.2422709,2.6600000,-3.3100000,-0.1000000
MsgID.LOCAL_POSITION,1527348164.2464075,161.0578308,-21.9438457,-4.9885521
MsgID.LOCAL_VELOCITY,1527348164.2464075,2.6681504,-3.3185892,-0.1019092
MsgID.GLOBAL_POSITION,1527348164.4923749,-122.3977102,37.7939375,4.9990000
MsgID.LOCAL_VELOCITY,1527348164.4923749,3.6500000,-3.8000000,-0.0700000
MsgID.LOCAL_POSITION,1527348164.4964950,161.9032898,-22.8375111,-4.9995208
MsgID.LOCAL_VELOCITY,1527348164.4964950,3.6582108,-3.8026538,-0.0757257
MsgID.GLOBAL_POSITION,1527348164.7433548,-122.3977214,37.7939469,4.9990000
MsgID.LOCAL_VELOCITY,1527348164.7433548,4.4900000,-4.1600000,0.0000000
MsgID.LOCAL_POSITION,1527348164.7475522,162.9432983,-23.8390274,-4.9992123
MsgID.LOCAL_VELOCITY,1527348164.7475522,4.4969354,-4.1635213,0.0022188
MsgID.STATE,1527348164.9699748,True,True
MsgID.GLOBAL_HOME,1527348164.9720924,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527348165.0145144,-122.3977331,37.7939575,4.9950000
MsgID.LOCAL_VELOCITY,1527348165.0145144,5.0300000,-3.9700000,-0.0100000
MsgID.LOCAL_POSITION,1527348165.0147274,164.1155853,-24.8738346,-4.9950743
MsgID.LOCAL_VELOCITY,1527348165.0147274,5.0359678,-3.9741316,-0.0128321
MsgID.GLOBAL_POSITION,1527348165.2426348,-122.3977430,37.7939679,4.9980000
MsgID.LOCAL_VELOCITY,1527348165.2426348,4.2200000,-2.9700000,-0.0200000
MsgID.LOCAL_POSITION,1527348165.2469368,165.2705383,-25.7525272,-4.9988861
MsgID.LOCAL_VELOCITY,1527348165.2469368,4.2257667,-2.9779279,-0.0276002
MsgID.GLOBAL_POSITION,1527348165.4919770,-122.3977503,37.7939764,5.0050000
MsgID.LOCAL_VELOCITY,1527348165.4919770,3.7200000,-2.4500000,0.0100000
MsgID.LOCAL_POSITION,1527348165.5386672,166.2180176,-26.4023399,-5.0051084
MsgID.LOCAL_VELOCITY,1527348165.5386672,3.7252223,-2.4592073,0.0118472
MsgID.GLOBAL_POSITION,1527348165.7436571,-122.3977578,37.7939861,4.9960000
MsgID.LOCAL_VELOCITY,1527348165.7436571,4.9700000,-2.4500000,0.0100000
MsgID.LOCAL_POSITION,1527348165.7489858,167.2971649,-27.0659466,-4.9969459
MsgID.LOCAL_VELOCITY,1527348165.7489858,4.9748025,-2.4540668,0.0109940
MsgID.STATE,1527348165.9708366,True,True
MsgID.GLOBAL_HOME,1527348165.9710574,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527348165.9923618,-122.3977654,37.7939984,4.9980000
MsgID.LOCAL_VELOCITY,1527348165.9923618,5.8100000,-2.0200000,-0.0200000
MsgID.LOCAL_POSITION,1527348166.0346553,168.6644135,-27.7477379,-4.9987621
MsgID.LOCAL_VELOCITY,1527348166.0346553,5.8182797,-2.0212307,-0.0281297
MsgID.GLOBAL_POSITION,1527348166.2445662,-122.3977703,37.7940111,5.0030000
MsgID.LOCAL_VELOCITY,1527348166.2445662,5.0100000,-1.2000000,-0.0300000
MsgID.LOCAL_POSITION,1527348166.2467284,170.0706024,-28.1800194,-5.0037870
MsgID.LOCAL_VELOCITY,1527348166.2467284,5.0132875,-1.2041930,-0.0341411
MsgID.GLOBAL_POSITION,1527348166.4922431,-122.3977707,37.7940221,5.0020000
MsgID.LOCAL_VELOCITY,1527348166.4922431,4.3600000,-0.9800000,0.0300000
MsgID.LOCAL_POSITION,1527348166.5346916,171.2946014,-28.2150497,-5.0020976
MsgID.LOCAL_VELOCITY,1527348166.5346916,4.3614869,-0.9822438,0.0361860
MsgID.GLOBAL_POSITION,1527348166.7437360,-122.3977732,37.7940331,4.9960000
MsgID.LOCAL_VELOCITY,1527348166.7437360,4.8000000,-1.1700000,0.0200000
MsgID.LOCAL_POSITION,1527348166.7477286,172.5241852,-28.4360600,-4.9964581
MsgID.LOCAL_VELOCITY,1527348166.7477286,4.8067722,-1.1756721,0.0274003
MsgID.STATE,1527348166.9704893,True,True
MsgID.GLOBAL_HOME,1527348166.9727199,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527348167.0185337,-122.3977788,37.7940422,4.9980000
MsgID.LOCAL_VELOCITY,1527348167.0185337,3.7700000,-1.0500000,0.0100000
MsgID.LOCAL_POSITION,1527348167.0187087,173.5279846,-28.9404945,-4.9986467
MsgID.LOCAL_VELOCITY,1527348167.0187087,3.7717233,-1.0500203,0.0138101
MsgID.GLOBAL_POSITION,1527348167.2427416,-122.3977817,37.7940485,5.0080000
MsgID.LOCAL_VELOCITY,1527348167.2427416,2.9200000,-0.7400000,0.0200000
MsgID.LOCAL_POSITION,1527348167.2866809,174.2320557,-29.1904202,-5.0086074
MsgID.LOCAL_VELOCITY,1527348167.2866809,2.9262979,-0.7497447,0.0263708
MsgID.GLOBAL_POSITION,1527348167.4942398,-122.3977827,37.7940561,5.0100000
MsgID.LOCAL_VELOCITY,1527348167.4942398,4.1800000,-0.6100000,0.0700000
MsgID.LOCAL_POSITION,1527348167.4985530,175.0797882,-29.2880878,-5.0102129
MsgID.LOCAL_VELOCITY,1527348167.4985530,4.1827912,-0.6156016,0.0789579
MsgID.GLOBAL_POSITION,1527348167.7429454,-122.3977836,37.7940671,5.0130000
MsgID.LOCAL_VELOCITY,1527348167.7429454,5.3300000,-0.4800000,0.1100000
MsgID.LOCAL_POSITION,1527348167.7492220,176.2993164,-29.3647900,-5.0133300
MsgID.LOCAL_VELOCITY,1527348167.7492220,5.3397489,-0.4888006,0.1196656
MsgID.STATE,1527348167.9705250,True,True
MsgID.GLOBAL_HOME,1527348167.9727092,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527348168.0145161,-122.3977858,37.7940800,5.0100000
MsgID.LOCAL_VELOCITY,1527348168.0145161,6.2500000,-0.3700000,0.1300000
MsgID.LOCAL_POSITION,1527348168.0147314,177.7304077,-29.5586929,-5.0109539
MsgID.LOCAL_VELOCITY,1527348168.0147314,6.2562637,-0.3726953,0.1351567
MsgID.GLOBAL_POSITION,1527348168.2441471,-122.3977853,37.7940941,5.0100000
MsgID.LOCAL_VELOCITY,1527348168.2441471,7.1900000,-0.2600000,0.0900000
MsgID.LOCAL_POSITION,1527348168.2488194,179.2999420,-29.5111752,-5.0104957
MsgID.LOCAL_VELOCITY,1527348168.2488194,7.1935310,-0.2651755,0.0905414
MsgID.GLOBAL_POSITION,1527348168.4932749,-122.3977868,37.7941127,5.0040000
MsgID.LOCAL_VELOCITY,1527348168.4932749,8.0600000,-0.1900000,0.0600000
MsgID.LOCAL_POSITION,1527348168.4981785,181.3643494,-29.6497669,-5.0040841
MsgID.LOCAL_VELOCITY,1527348168.4981785,8.0608206,-0.1992942,0.0664010
MsgID.GLOBAL_POSITION,1527348168.7442160,-122.3977878,37.7941321,4.9990000
MsgID.LOCAL_VELOCITY,1527348168.7442160,8.6000000,-0.1400000,0.0400000
MsgID.LOCAL_POSITION,1527348168.7489073,183.5233459,-29.7368164,-4.9991527
MsgID.LOCAL_VELOCITY,1527348168.7489073,8.6073933,-0.1467108,0.0413690
MsgID.STATE,1527348168.9713283,True,True
MsgID.GLOBAL_HOME,1527348168.9718463,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527348169.0145748,-122.3977855,37.7941496,4.9900000
MsgID.LOCAL_VELOCITY,1527348169.0145748,8.7800000,-0.1100000,-0.0100000
MsgID.LOCAL_POSITION,1527348169.0148747,185.4664917,-29.5303497,-4.9900389
MsgID.LOCAL_VELOCITY,1527348169.0148747,8.7810040,-0.1192738,-0.0118445
MsgID.GLOBAL_POSITION,1527348169.2449341,-122.3977879,37.7941700,4.9870000
MsgID.LOCAL_VELOCITY,1527348169.2449341,8.8300000,-0.1300000,-0.0700000
MsgID.LOCAL_POSITION,1527348169.2487056,187.7601624,-29.7517281,-4.9872007
MsgID.LOCAL_VELOCITY,1527348169.2487056,8.8371773,-0.1390261,-0.0769898
MsgID.GLOBAL_POSITION,1527348169.4941261,-122.3977887,37.7941906,4.9850000
MsgID.LOCAL_VELOCITY,1527348169.4941261,8.8600000,-0.1200000,-0.0800000
MsgID.LOCAL_POSITION,1527348169.4990244,190.0178375,-29.8186436,-4.9850788
MsgID.LOCAL_VELOCITY,1527348169.4990244,8.8667183,-0.1239104,-0.0893081
MsgID.GLOBAL_POSITION,1527348169.7441564,-122.3977880,37.7942110,4.9800000
MsgID.LOCAL_VELOCITY,1527348169.7441564,8.8900000,-0.1000000,-0.1600000
MsgID.LOCAL_POSITION,1527348169.7495010,192.2871704,-29.7504234,-4.9808803
MsgID.LOCAL_VELOCITY,1527348169.7495010,8.8948584,-0.1026409,-0.1633040
MsgID.STATE,1527348169.9715283,True,True
MsgID.GLOBAL_HOME,1527348169.9721546,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527348170.0147429,-122.3977886,37.7942297,4.9860000
MsgID.LOCAL_VELOCITY,1527348170.0147429,8.8800000,-0.1100000,-0.1500000
MsgID.LOCAL_POSITION,1527348170.0150700,194.3614502,-29.8070984,-4.9861846
MsgID.LOCAL_VELOCITY,1527348170.0150700,8.8893061,-0.1101262,-0.1509931
MsgID.GLOBAL_POSITION,1527348170.2454212,-122.3977898,37.7942498,4.9860000
MsgID.LOCAL_VELOCITY,1527348170.2454212,8.8800000,-0.1000000,-0.1100000
MsgID.LOCAL_POSITION,1527348170.2501256,196.5935516,-29.9167557,-4.9868603
MsgID.LOCAL_VELOCITY,1527348170.2501256,8.8828793,-0.1077560,-0.1176852
MsgID.GLOBAL_POSITION,1527348170.4951434,-122.3977894,37.7942698,4.9870000
MsgID.LOCAL_VELOCITY,1527348170.4951434,8.8800000,-0.0800000,-0.1100000
MsgID.LOCAL_POSITION,1527348170.5002198,198.9855957,-29.8711720,-4.9879875
MsgID.LOCAL_VELOCITY,1527348170.5002198,8.8882465,-0.0846674,-0.1096877
MsgID.GLOBAL_POSITION,1527348170.7462697,-122.3977890,37.7942918,4.9930000
MsgID.LOCAL_VELOCITY,1527348170.7462697,8.8800000,-0.0900000,-0.0600000
MsgID.LOCAL_POSITION,1527348170.7525303,201.2633820,-29.8479576,-4.9936428
MsgID.LOCAL_VELOCITY,1527348170.7525303,8.8844357,-0.0954212,-0.0682219
MsgID.STATE,1527348170.9711821,True,True
MsgID.GLOBAL_HOME,1527348170.9716802,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527348171.0150578,-122.3977911,37.7943100,4.9950000
MsgID.LOCAL_VELOCITY,1527348171.0150578,8.8700000,-0.1100000,-0.0300000
MsgID.LOCAL_POSITION,1527348171.0156069,203.2907715,-30.0271873,-4.9953442
MsgID.LOCAL_VELOCITY,1527348171.0156069,8.8775043,-0.1143563,-0.0372612
MsgID.GLOBAL_POSITION,1527348171.2450054,-122.3977901,37.7943293,4.9960000
MsgID.LOCAL_VELOCITY,1527348171.2450054,8.8700000,-0.0500000,0.0000000
MsgID.LOCAL_POSITION,1527348171.2523181,205.4359283,-29.9437428,-4.9968882
MsgID.LOCAL_VELOCITY,1527348171.2523181,8.8716049,-0.0512862,0.0067776
