MsgID.STATE,1527349736.0758207,False,False
MsgID.LOCAL_POSITION,1527349745.1875563,8.8994465,1.3303547,-4.9699974
MsgID.LOCAL_VELOCITY,1527349745.1875563,3.8240778,3.0899000,0.1239713
MsgID.GLOBAL_POSITION,1527349745.4040346,-122.3974283,37.7925671,4.9680000
MsgID.LOCAL_VELOCITY,1527349745.4040346,2.8300000,3.0400000,0.1100000
MsgID.LOCAL_POSITION,1527349745.4052477,9.6360455,2.2181435,-4.9686232
MsgID.LOCAL_VELOCITY,1527349745.4052477,2.8305573,3.0423050,0.1125663
MsgID.GLOBAL_POSITION,1527349745.6531253,-122.3974208,37.7925741,4.9780000
MsgID.LOCAL_VELOCITY,1527349745.6531253,2.3100000,2.7800000,0.1200000
MsgID.LOCAL_POSITION,1527349745.6946540,10.4241886,2.8915486,-4.9788156
MsgID.LOCAL_VELOCITY,1527349745.6946540,2.3268290,2.7890818,0.1235880
MsgID.GLOBAL_POSITION,1527349745.9039948,-122.3974148,37.7925810,4.9750000
MsgID.LOCAL_VELOCITY,1527349745.9039948,3.5800000,3.2000000,0.1600000
MsgID.LOCAL_POSITION,1527349745.9052734,11.1708384,3.4166508,-4.9757738
MsgID.LOCAL_VELOCITY,1527349745.9052734,3.5800400,3.2000904,0.1640508
MsgID.STATE,1527349746.1421103,True,True
MsgID.GLOBAL_HOME,1527349746.1427462,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527349746.1865249,-122.3974044,37.7925897,4.9740000
MsgID.LOCAL_VELOCITY,1527349746.1865249,4.5800000,3.5500000,0.1500000
MsgID.LOCAL_POSITION,1527349746.1867108,12.1379633,4.3390250,-4.9744730
MsgID.LOCAL_VELOCITY,1527349746.1867108,4.5853205,3.5597591,0.1510216
MsgID.GLOBAL_POSITION,1527349746.4047792,-122.3973920,37.7926024,4.9730000
MsgID.LOCAL_VELOCITY,1527349746.4047792,4.8900000,3.1900000,0.0900000
MsgID.LOCAL_POSITION,1527349746.4052429,13.5545807,5.4419346,-4.9735770
MsgID.LOCAL_VELOCITY,1527349746.4052429,4.8988576,3.1954467,0.0955292
MsgID.GLOBAL_POSITION,1527349746.6537678,-122.3973854,37.7926115,4.9700000
MsgID.LOCAL_VELOCITY,1527349746.6537678,3.8400000,2.2100000,0.1200000
MsgID.LOCAL_POSITION,1527349746.6549792,14.5652876,6.0310750,-4.9700408
MsgID.LOCAL_VELOCITY,1527349746.6549792,3.8427160,2.2114890,0.1245509
MsgID.GLOBAL_POSITION,1527349746.9051478,-122.3973810,37.7926190,4.9580000
MsgID.LOCAL_VELOCITY,1527349746.9051478,3.4000000,2.0500000,0.0400000
MsgID.LOCAL_POSITION,1527349746.9465427,15.4030600,6.4273620,-4.9581637
MsgID.LOCAL_VELOCITY,1527349746.9465427,3.4026887,2.0504141,0.0490889
MsgID.STATE,1527349747.1414011,True,True
MsgID.GLOBAL_HOME,1527349747.1436813,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527349747.1865318,-122.3973745,37.7926261,4.9580000
MsgID.LOCAL_VELOCITY,1527349747.1865318,4.5900000,2.5600000,-0.0200000
MsgID.LOCAL_POSITION,1527349747.1867416,16.1898060,6.9996295,-4.9583287
MsgID.LOCAL_VELOCITY,1527349747.1867416,4.5909147,2.5642452,-0.0257710
MsgID.GLOBAL_POSITION,1527349747.4043984,-122.3973670,37.7926381,4.9530000
MsgID.LOCAL_VELOCITY,1527349747.4043984,5.4400000,2.9100000,-0.0300000
MsgID.LOCAL_POSITION,1527349747.4058557,17.5208931,7.6676531,-4.9536119
MsgID.LOCAL_VELOCITY,1527349747.4058557,5.4452300,2.9184752,-0.0384426
MsgID.GLOBAL_POSITION,1527349747.6552744,-122.3973607,37.7926512,4.9510000
MsgID.LOCAL_VELOCITY,1527349747.6552744,5.0700000,2.6700000,-0.0700000
MsgID.LOCAL_POSITION,1527349747.6561294,18.9784241,8.2272549,-4.9512300
MsgID.LOCAL_VELOCITY,1527349747.6561294,5.0786371,2.6717119,-0.0718513
MsgID.GLOBAL_POSITION,1527349747.9049039,-122.3973510,37.7926615,4.9480000
MsgID.LOCAL_VELOCITY,1527349747.9049039,3.3600000,1.9700000,-0.1500000
MsgID.LOCAL_POSITION,1527349747.9087512,20.1189117,9.0912533,-4.9486637
MsgID.LOCAL_VELOCITY,1527349747.9087512,3.3613369,1.9787564,-0.1597579
MsgID.STATE,1527349748.1419258,True,True
MsgID.GLOBAL_HOME,1527349748.1441338,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527349748.1906388,-122.3973474,37.7926656,4.9540000
MsgID.LOCAL_VELOCITY,1527349748.1906388,2.7200000,1.7000000,-0.2100000
MsgID.LOCAL_POSITION,1527349748.1909657,20.5819416,9.4078026,-4.9544530
MsgID.LOCAL_VELOCITY,1527349748.1909657,2.7313616,1.7028451,-0.2097153
MsgID.GLOBAL_POSITION,1527349748.4045012,-122.3973435,37.7926739,4.9440000
MsgID.LOCAL_VELOCITY,1527349748.4045012,4.0100000,2.0700000,-0.1500000
MsgID.LOCAL_POSITION,1527349748.4050417,21.5016060,9.7602396,-4.9441433
MsgID.LOCAL_VELOCITY,1527349748.4050417,4.0212498,2.0714257,-0.1525761
MsgID.GLOBAL_POSITION,1527349748.6551816,-122.3973359,37.7926855,4.9400000
MsgID.LOCAL_VELOCITY,1527349748.6551816,4.4500000,2.1000000,-0.2300000
MsgID.LOCAL_POSITION,1527349748.6554916,22.7848911,10.4331083,-4.9403749
MsgID.LOCAL_VELOCITY,1527349748.6554916,4.4526362,2.1023459,-0.2378201
MsgID.GLOBAL_POSITION,1527349748.9095006,-122.3973323,37.7926930,4.9540000
MsgID.LOCAL_VELOCITY,1527349748.9095006,3.1400000,1.5200000,-0.2500000
MsgID.LOCAL_POSITION,1527349748.9097404,23.6215935,10.7502413,-4.9541264
MsgID.LOCAL_VELOCITY,1527349748.9097404,3.1473019,1.5214729,-0.2507682
MsgID.STATE,1527349749.1432734,True,True
MsgID.GLOBAL_HOME,1527349749.1443169,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527349749.1868947,-122.3973281,37.7926979,4.9690000
MsgID.LOCAL_VELOCITY,1527349749.1868947,2.3500000,1.2700000,-0.1100000
MsgID.LOCAL_POSITION,1527349749.1875508,24.1673470,11.1281004,-4.9697499
MsgID.LOCAL_VELOCITY,1527349749.1875508,2.3504276,1.2716372,-0.1183033
MsgID.GLOBAL_POSITION,1527349749.4062488,-122.3973224,37.7927058,4.9630000
MsgID.LOCAL_VELOCITY,1527349749.4062488,3.6800000,1.6200000,-0.0600000
MsgID.LOCAL_POSITION,1527349749.4070673,25.0560055,11.6359978,-4.9637246
MsgID.LOCAL_VELOCITY,1527349749.4070673,3.6962216,1.6260281,-0.0649378
MsgID.GLOBAL_POSITION,1527349749.6560993,-122.3973162,37.7927152,4.9780000
MsgID.LOCAL_VELOCITY,1527349749.6560993,4.7500000,1.8300000,-0.0400000
MsgID.LOCAL_POSITION,1527349749.6571126,26.0968552,12.1868773,-4.9788485
MsgID.LOCAL_VELOCITY,1527349749.6571126,4.7575512,1.8371345,-0.0397929
MsgID.GLOBAL_POSITION,1527349749.9053960,-122.3973123,37.7927256,4.9870000
MsgID.LOCAL_VELOCITY,1527349749.9053960,5.0000000,1.6300000,0.0900000
MsgID.LOCAL_POSITION,1527349749.9061065,27.2417297,12.5259752,-4.9870911
MsgID.LOCAL_VELOCITY,1527349749.9061065,5.0073304,1.6314898,0.0919912
MsgID.STATE,1527349750.1441064,True,True
MsgID.GLOBAL_HOME,1527349750.1451836,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527349750.1866157,-122.3973084,37.7927362,4.9920000
MsgID.LOCAL_VELOCITY,1527349750.1866157,4.0400000,1.2100000,0.1300000
MsgID.LOCAL_POSITION,1527349750.1869504,28.4586182,12.8907957,-4.9925504
MsgID.LOCAL_VELOCITY,1527349750.1869504,3.9908292,1.2005718,0.1346354
MsgID.GLOBAL_POSITION,1527349750.4061344,-122.3973050,37.7927443,4.9980000
MsgID.LOCAL_VELOCITY,1527349750.4061344,3.1100000,1.0500000,0.1800000
MsgID.LOCAL_POSITION,1527349750.4467869,29.3162880,13.1813097,-4.9984217
MsgID.LOCAL_VELOCITY,1527349750.4467869,3.1105008,1.0597972,0.1832865
MsgID.GLOBAL_POSITION,1527349750.6560364,-122.3973040,37.7927520,4.9950000
MsgID.LOCAL_VELOCITY,1527349750.6560364,4.1100000,1.4700000,0.2200000
MsgID.LOCAL_POSITION,1527349750.6584890,30.2123966,13.2782497,-4.9948273
MsgID.LOCAL_VELOCITY,1527349750.6584890,4.1632710,1.4906456,0.2223037
MsgID.GLOBAL_POSITION,1527349750.9078188,-122.3972989,37.7927636,4.9950000
MsgID.LOCAL_VELOCITY,1527349750.9078188,5.1400000,2.0500000,0.1600000
MsgID.LOCAL_POSITION,1527349750.9082839,31.4642620,13.7248573,-4.9954200
MsgID.LOCAL_VELOCITY,1527349750.9082839,5.1407790,2.0559130,0.1620055
MsgID.STATE,1527349751.1434357,True,True
MsgID.GLOBAL_HOME,1527349751.1442184,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527349751.1561046,-122.3972932,37.7927767,4.9850000
MsgID.LOCAL_VELOCITY,1527349751.1561046,4.8600000,2.1700000,0.1800000
MsgID.LOCAL_POSITION,1527349751.1987512,32.9204025,14.2249374,-4.9850006
MsgID.LOCAL_VELOCITY,1527349751.1987512,4.8634830,2.1711824,0.1821060
MsgID.GLOBAL_POSITION,1527349751.4072788,-122.3972866,37.7927852,4.9800000
MsgID.LOCAL_VELOCITY,1527349751.4072788,3.2600000,1.7400000,0.0500000
MsgID.LOCAL_POSITION,1527349751.4081094,33.8616028,14.8107862,-4.9803867
MsgID.LOCAL_VELOCITY,1527349751.4081094,3.2666340,1.7466098,0.0500869
MsgID.GLOBAL_POSITION,1527349751.6560240,-122.3972824,37.7927896,4.9750000
MsgID.LOCAL_VELOCITY,1527349751.6560240,2.5400000,0.7900000,0.0100000
MsgID.LOCAL_POSITION,1527349751.6990676,34.3679276,15.1950293,-4.9749546
MsgID.LOCAL_VELOCITY,1527349751.6990676,2.5518322,0.7743806,0.0172824
MsgID.GLOBAL_POSITION,1527349751.9094460,-122.3972802,37.7927957,4.9630000
MsgID.LOCAL_VELOCITY,1527349751.9094460,3.2400000,-0.3700000,-0.0400000
MsgID.LOCAL_POSITION,1527349751.9100554,35.0358391,15.3863831,-4.9639206
MsgID.LOCAL_VELOCITY,1527349751.9100554,3.2468007,-0.3783359,-0.0498912
MsgID.STATE,1527349752.1427867,True,True
MsgID.GLOBAL_HOME,1527349752.1434388,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527349752.1595678,-122.3972826,37.7928044,4.9620000
MsgID.LOCAL_VELOCITY,1527349752.1595678,3.6100000,-1.5500000,-0.1300000
MsgID.LOCAL_POSITION,1527349752.2025511,35.9925270,15.1731253,-4.9623442
MsgID.LOCAL_VELOCITY,1527349752.2025511,3.6134567,-1.5516222,-0.1395333
MsgID.GLOBAL_POSITION,1527349752.4118221,-122.3972899,37.7928143,4.9620000
MsgID.LOCAL_VELOCITY,1527349752.4118221,3.8600000,-2.6300000,-0.1100000
MsgID.LOCAL_POSITION,1527349752.4130576,37.0928612,14.5182104,-4.9620619
MsgID.LOCAL_VELOCITY,1527349752.4130576,3.8627620,-2.6347632,-0.1177360
MsgID.GLOBAL_POSITION,1527349752.6613135,-122.3972971,37.7928223,4.9630000
MsgID.LOCAL_VELOCITY,1527349752.6613135,4.1200000,-3.6500000,-0.1300000
MsgID.LOCAL_POSITION,1527349752.6616280,37.9871750,13.8812990,-4.9635386
