MsgID.STATE,1527349736.0758207,False,False
MsgID.LOCAL_VELOCITY,1527349752.6616280,4.1260848,-3.6589870,-0.1300607
MsgID.GLOBAL_POSITION,1527349752.9114964,-122.3973109,37.7928314,4.9740000
MsgID.LOCAL_VELOCITY,1527349752.9114964,4.3700000,-4.6400000,-0.1400000
MsgID.LOCAL_POSITION,1527349752.9118340,38.9952812,12.6524086,-4.9740109
MsgID.LOCAL_VELOCITY,1527349752.9118340,4.3725152,-4.6428895,-0.1400102
MsgID.STATE,1527349753.1432254,True,True
MsgID.GLOBAL_HOME,1527349753.1444833,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527349753.1871569,-122.3973255,37.7928416,4.9900000
MsgID.LOCAL_VELOCITY,1527349753.1871569,4.6100000,-5.5000000,-0.0400000
MsgID.LOCAL_POSITION,1527349753.1881793,40.1402664,11.3428898,-4.9906220
MsgID.LOCAL_VELOCITY,1527349753.1881793,4.6189289,-5.5075493,-0.0435524
MsgID.GLOBAL_POSITION,1527349753.4128003,-122.3973417,37.7928534,4.9950000
MsgID.LOCAL_VELOCITY,1527349753.4128003,4.8500000,-6.2700000,0.0800000
MsgID.LOCAL_POSITION,1527349753.4159865,41.4662209,9.8917065,-4.9953513
MsgID.LOCAL_VELOCITY,1527349753.4159865,4.8611107,-6.2824230,0.0865051
MsgID.GLOBAL_POSITION,1527349753.6620600,-122.3973611,37.7928640,4.9980000
MsgID.LOCAL_VELOCITY,1527349753.6620600,4.9900000,-6.8300000,0.1000000
MsgID.LOCAL_POSITION,1527349753.6641464,42.6244278,8.1885262,-4.9983449
MsgID.LOCAL_VELOCITY,1527349753.6641464,4.9971566,-6.8377762,0.1083256
MsgID.GLOBAL_POSITION,1527349753.9128876,-122.3973806,37.7928744,4.9980000
MsgID.LOCAL_VELOCITY,1527349753.9128876,5.0400000,-7.0600000,0.2000000
MsgID.LOCAL_POSITION,1527349753.9137626,43.7807846,6.4551578,-4.9984889
MsgID.LOCAL_VELOCITY,1527349753.9137626,5.0417466,-7.0670214,0.2037919
MsgID.STATE,1527349754.1442325,True,True
MsgID.GLOBAL_HOME,1527349754.1452639,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527349754.1867354,-122.3973996,37.7928851,4.9910000
MsgID.LOCAL_VELOCITY,1527349754.1867354,5.0800000,-7.0600000,0.1600000
MsgID.LOCAL_POSITION,1527349754.1870928,44.9941711,4.7335086,-4.9909720
MsgID.LOCAL_VELOCITY,1527349754.1870928,5.0784874,-7.0592732,0.1703996
MsgID.GLOBAL_POSITION,1527349754.4115849,-122.3974201,37.7928977,4.9810000
MsgID.LOCAL_VELOCITY,1527349754.4115849,4.3800000,-5.9400000,0.1100000
MsgID.LOCAL_POSITION,1527349754.4135473,46.3769646,2.9231937,-4.9813910
MsgID.LOCAL_VELOCITY,1527349754.4135473,4.3629704,-5.9261045,0.1100321
MsgID.GLOBAL_POSITION,1527349754.6613238,-122.3974329,37.7929054,4.9860000
MsgID.LOCAL_VELOCITY,1527349754.6613238,3.2400000,-4.5000000,0.0400000
MsgID.LOCAL_POSITION,1527349754.6647310,47.2397881,1.7882134,-4.9870596
MsgID.LOCAL_VELOCITY,1527349754.6647310,3.2238641,-4.4726648,0.0400667
MsgID.GLOBAL_POSITION,1527349754.9108272,-122.3974435,37.7929106,4.9780000
MsgID.LOCAL_VELOCITY,1527349754.9108272,2.8400000,-3.8400000,0.0600000
MsgID.LOCAL_POSITION,1527349754.9545195,47.8444405,0.7988937,-4.9779115
MsgID.LOCAL_VELOCITY,1527349754.9545195,2.8850045,-3.8597798,0.0522249
MsgID.STATE,1527349755.1467943,True,True
MsgID.GLOBAL_HOME,1527349755.1477501,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527349755.1907113,-122.3974557,37.7929207,4.9710000
MsgID.LOCAL_VELOCITY,1527349755.1907113,4.0300000,-4.2700000,-0.0400000
MsgID.LOCAL_POSITION,1527349755.1912007,48.9179726,-0.2196553,-4.9715123
MsgID.LOCAL_VELOCITY,1527349755.1912007,4.0318112,-4.2771888,-0.0435896
MsgID.GLOBAL_POSITION,1527349755.4130671,-122.3974685,37.7929305,4.9720000
MsgID.LOCAL_VELOCITY,1527349755.4130671,5.0100000,-4.6800000,-0.0900000
MsgID.LOCAL_POSITION,1527349755.4160066,50.0100632,-1.3545198,-4.9729772
MsgID.LOCAL_VELOCITY,1527349755.4160066,5.0132847,-4.6837883,-0.0948696
MsgID.GLOBAL_POSITION,1527349755.6637769,-122.3974821,37.7929411,4.9730000
MsgID.LOCAL_VELOCITY,1527349755.6637769,5.8300000,-4.9900000,-0.1100000
MsgID.LOCAL_POSITION,1527349755.6669581,51.1914101,-2.5599811,-4.9737854
MsgID.LOCAL_VELOCITY,1527349755.6669581,5.8344235,-4.9942594,-0.1167576
MsgID.GLOBAL_POSITION,1527349755.9151495,-122.3974931,37.7929524,4.9730000
MsgID.LOCAL_VELOCITY,1527349755.9151495,6.4700000,-5.1100000,-0.1100000
MsgID.LOCAL_POSITION,1527349755.9167159,52.4384422,-3.5394776,-4.9737468
MsgID.LOCAL_VELOCITY,1527349755.9167159,6.4718971,-5.1145754,-0.1150943
MsgID.STATE,1527349756.1459162,True,True
MsgID.GLOBAL_HOME,1527349756.1475730,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527349756.1907012,-122.3975097,37.7929712,4.9680000
MsgID.LOCAL_VELOCITY,1527349756.1907012,6.3400000,-4.5300000,-0.0800000
MsgID.LOCAL_POSITION,1527349756.1913605,54.5530510,-5.0297971,-4.9686489
MsgID.LOCAL_VELOCITY,1527349756.1913605,6.3311963,-4.5238876,-0.0898308
MsgID.GLOBAL_POSITION,1527349756.4156158,-122.3975214,37.7929841,4.9730000
MsgID.LOCAL_VELOCITY,1527349756.4156158,4.7300000,-3.4100000,-0.1200000
MsgID.LOCAL_POSITION,1527349756.4169748,55.9846458,-6.0737982,-4.9734254
MsgID.LOCAL_VELOCITY,1527349756.4169748,4.7148499,-3.3994300,-0.1295542
MsgID.GLOBAL_POSITION,1527349756.6643233,-122.3975309,37.7929930,4.9830000
MsgID.LOCAL_VELOCITY,1527349756.6643233,4.2600000,-2.8800000,0.0000000
MsgID.LOCAL_POSITION,1527349756.7071323,56.9482422,-6.9022455,-4.9833908
MsgID.LOCAL_VELOCITY,1527349756.7071323,4.2624650,-2.8852158,-0.0050684
MsgID.GLOBAL_POSITION,1527349756.9144607,-122.3975379,37.7930046,4.9880000
MsgID.LOCAL_VELOCITY,1527349756.9144607,5.5200000,-2.4200000,-0.0700000
MsgID.LOCAL_POSITION,1527349756.9174144,58.2410507,-7.5259938,-4.9888191
MsgID.LOCAL_VELOCITY,1527349756.9174144,5.5289640,-2.4222550,-0.0784039
MsgID.STATE,1527349757.1452703,True,True
MsgID.GLOBAL_HOME,1527349757.1467335,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527349757.1869414,-122.3975424,37.7930185,4.9970000
MsgID.LOCAL_VELOCITY,1527349757.1869414,5.3600000,-1.6200000,0.0500000
MsgID.LOCAL_POSITION,1527349757.1887259,59.7873039,-7.9223971,-4.9975114
MsgID.LOCAL_VELOCITY,1527349757.1887259,5.3670387,-1.6265182,0.0583623
MsgID.GLOBAL_POSITION,1527349757.4151075,-122.3975464,37.7930285,4.9810000
MsgID.LOCAL_VELOCITY,1527349757.4151075,3.7400000,-0.9200000,0.0700000
MsgID.LOCAL_POSITION,1527349757.4173989,60.9026985,-8.2817879,-4.9814906
MsgID.LOCAL_VELOCITY,1527349757.4173989,3.7462816,-0.9289641,0.0735301
MsgID.GLOBAL_POSITION,1527349757.6653762,-122.3975487,37.7930348,4.9830000
MsgID.LOCAL_VELOCITY,1527349757.6653762,3.0700000,-0.7900000,-0.0100000
MsgID.LOCAL_POSITION,1527349757.7065253,61.5949211,-8.4812622,-4.9831204
MsgID.LOCAL_VELOCITY,1527349757.7065253,3.0712399,-0.7981289,-0.0193956
MsgID.GLOBAL_POSITION,1527349757.9147089,-122.3975506,37.7930426,4.9850000
MsgID.LOCAL_VELOCITY,1527349757.9147089,3.9800000,-0.8600000,-0.0500000
MsgID.LOCAL_POSITION,1527349757.9173954,62.4621429,-8.6542339,-4.9853086
MsgID.LOCAL_VELOCITY,1527349757.9173954,3.9819024,-0.8638848,-0.0516010
MsgID.STATE,1527349758.1462500,True,True
MsgID.GLOBAL_HOME,1527349758.1475239,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527349758.1905985,-122.3975539,37.7930509,4.9800000
MsgID.LOCAL_VELOCITY,1527349758.1905985,3.5000000,-0.7100000,0.0000000
MsgID.LOCAL_POSITION,1527349758.1908407,63.3875732,-8.9497013,-4.9802523
MsgID.LOCAL_VELOCITY,1527349758.1908407,3.5066969,-0.7195979,-0.0033319
MsgID.GLOBAL_POSITION,1527349758.4159777,-122.3975560,37.7930566,4.9850000
MsgID.LOCAL_VELOCITY,1527349758.4159777,2.6700000,-0.5000000,-0.0900000
MsgID.LOCAL_POSITION,1527349758.4585600,64.0153351,-9.1318550,-4.9858809
MsgID.LOCAL_VELOCITY,1527349758.4585600,2.6799989,-0.5063736,-0.0920063
MsgID.GLOBAL_POSITION,1527349758.6661625,-122.3975562,37.7930635,4.9910000
MsgID.LOCAL_VELOCITY,1527349758.6661625,3.9400000,-0.4700000,-0.0300000
MsgID.LOCAL_POSITION,1527349758.6682262,64.7881012,-9.1460304,-4.9911685
MsgID.LOCAL_VELOCITY,1527349758.6682262,3.9404805,-0.4744093,-0.0371595
MsgID.GLOBAL_POSITION,1527349758.9154871,-122.3975574,37.7930741,4.9990000
MsgID.LOCAL_VELOCITY,1527349758.9154871,5.0700000,-0.4400000,0.0000000
MsgID.LOCAL_POSITION,1527349758.9175160,65.9631195,-9.2574205,-4.9994907
MsgID.LOCAL_VELOCITY,1527349758.9175160,5.0726628,-0.4488444,-0.0038623
MsgID.STATE,1527349759.1557970,True,True
MsgID.GLOBAL_HOME,1527349759.1567008,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527349759.2027271,-122.3975573,37.7930865,4.9920000
MsgID.LOCAL_VELOCITY,1527349759.2027271,5.9800000,-0.4100000,0.0800000
MsgID.LOCAL_POSITION,1527349759.2032247,67.3578033,-9.2515297,-4.9919872
MsgID.LOCAL_VELOCITY,1527349759.2032247,5.9977427,-0.4197371,0.0804311
MsgID.GLOBAL_POSITION,1527349759.4152622,-122.3975601,37.7931023,4.9960000
MsgID.LOCAL_VELOCITY,1527349759.4152622,6.9000000,-0.4000000,0.0700000
MsgID.LOCAL_POSITION,1527349759.4235885,69.1213760,-9.4983101,-4.9965024
MsgID.LOCAL_VELOCITY,1527349759.4235885,6.9124250,-0.4058313,0.0752512
MsgID.GLOBAL_POSITION,1527349759.6652169,-122.3975611,37.7931188,5.0070000
MsgID.LOCAL_VELOCITY,1527349759.6652169,7.7500000,-0.3700000,0.1000000
MsgID.LOCAL_POSITION,1527349759.6675870,70.9300995,-9.5896177,-5.0073547
MsgID.LOCAL_VELOCITY,1527349759.6675870,7.7523947,-0.3703218,0.1011878
MsgID.GLOBAL_POSITION,1527349759.9157100,-122.3975620,37.7931366,5.0060000
MsgID.LOCAL_VELOCITY,1527349759.9157100,8.4500000,-0.3200000,0.1300000
MsgID.LOCAL_POSITION,1527349759.9179621,72.9631424,-9.6709776,-5.0060468
MsgID.LOCAL_VELOCITY,1527349759.9179621,8.4636946,-0.3289053,0.1347736
MsgID.STATE,1527349760.1448307,True,True
MsgID.GLOBAL_HOME,1527349760.1456821,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527349760.1668134,-122.3975633,37.7931553,4.9980000
MsgID.LOCAL_VELOCITY,1527349760.1668134,8.7000000,-0.3000000,0.1500000
MsgID.LOCAL_POSITION,1527349760.2066486,74.9862442,-9.7832861,-4.9985094
MsgID.LOCAL_VELOCITY,1527349760.2066486,8.7046595,-0.3041733,0.1540833
MsgID.GLOBAL_POSITION,1527349760.4160748,-122.3975654,37.7931762,4.9900000
MsgID.LOCAL_VELOCITY,1527349760.4160748,8.8000000,-0.2500000,0.0700000
MsgID.LOCAL_POSITION,1527349760.4184632,77.3448944,-9.9712877,-4.9904199
MsgID.LOCAL_VELOCITY,1527349760.4184632,8.8080378,-0.2567124,0.0714451
MsgID.GLOBAL_POSITION,1527349760.6668584,-122.3975646,37.7931962,4.9850000
MsgID.LOCAL_VELOCITY,1527349760.6668584,8.7900000,-0.1600000,0.0100000
MsgID.LOCAL_POSITION,1527349760.6691065,79.5590286,-9.8998260,-4.9856176
MsgID.LOCAL_VELOCITY,1527349760.6691065,8.7953882,-0.1599101,0.0106455
MsgID.GLOBAL_POSITION,1527349760.9156001,-122.3975648,37.7932137,4.9810000
MsgID.LOCAL_VELOCITY,1527349760.9156001,7.5200000,-0.1400000,-0.0200000
MsgID.LOCAL_POSITION,1527349760.9179943,81.5050735,-9.9175167,-4.9811692
MsgID.LOCAL_VELOCITY,1527349760.9179943,7.4889369,-0.1500033,-0.0257635
MsgID.STATE,1527349761.1447923,True,True
MsgID.GLOBAL_HOME,1527349761.1451318,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527349761.1867006,-122.3975647,37.7932277,4.9850000
MsgID.LOCAL_VELOCITY,1527349761.1867006,5.5900000,-0.1500000,-0.1000000
MsgID.LOCAL_POSITION,1527349761.1873431,83.0294724,-9.9061680,-4.9856462
MsgID.LOCAL_VELOCITY,1527349761.1873431,5.5950623,-0.1501017,-0.1050211
MsgID.GLOBAL_POSITION,1527349761.4196544,-122.3975660,37.7932396,4.9820000
MsgID.LOCAL_VELOCITY,1527349761.4196544,4.4900000,-0.4900000,-0.0600000
MsgID.LOCAL_POSITION,1527349761.4626093,84.3483810,-10.0233679,-4.9825993
MsgID.LOCAL_VELOCITY,1527349761.4626093,4.4958649,-0.4955772,-0.0607955
MsgID.GLOBAL_POSITION,1527349761.6679213,-122.3975676,37.7932514,4.9740000
MsgID.LOCAL_VELOCITY,1527349761.6679213,4.5900000,-1.7600000,-0.1300000
MsgID.LOCAL_POSITION,1527349761.6683111,85.6656113,-10.1646976,-4.9740791
MsgID.LOCAL_VELOCITY,1527349761.6683111,4.5934625,-1.7610571,-0.1328176
MsgID.GLOBAL_POSITION,1527349761.9183021,-122.3975757,37.7932593,4.9770000
MsgID.LOCAL_VELOCITY,1527349761.9183021,3.5100000,-2.4800000,-0.1000000
MsgID.LOCAL_POSITION,1527349761.9188890,86.5421600,-10.8838186,-4.9777498
MsgID.LOCAL_VELOCITY,1527349761.9188890,3.5174387,-2.4890058,-0.1023978
MsgID.STATE,1527349762.1476045,True,True
MsgID.GLOBAL_HOME,1527349762.1489041,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527349762.1908045,-122.3975829,37.7932656,4.9820000
MsgID.LOCAL_VELOCITY,1527349762.1908045,1.9500000,-2.2600000,-0.1400000
MsgID.LOCAL_POSITION,1527349762.1914687,87.2462082,-11.5265942,-4.9829569
MsgID.LOCAL_VELOCITY,1527349762.1914687,1.9558649,-2.2645059,-0.1486881
MsgID.GLOBAL_POSITION,1527349762.4200954,-122.3975863,37.7932701,4.9880000
MsgID.LOCAL_VELOCITY,1527349762.4200954,1.3300000,-1.9200000,-0.0400000
MsgID.LOCAL_POSITION,1527349762.4626448,87.7381134,-11.8289509,-4.9884701
MsgID.LOCAL_VELOCITY,1527349762.4626448,1.3387383,-1.9226350,-0.0479168
MsgID.GLOBAL_POSITION,1527349762.6690142,-122.3975927,37.7932740,4.9920000
MsgID.LOCAL_VELOCITY,1527349762.6690142,2.6600000,-2.2100000,-0.0400000
MsgID.LOCAL_POSITION,1527349762.6699638,88.1763153,-12.3970585,-4.9924989
MsgID.LOCAL_VELOCITY,1527349762.6699638,2.6600566,-2.2104232,-0.0418619
MsgID.GLOBAL_POSITION,1527349762.9186981,-122.3976013,37.7932817,4.9970000
MsgID.LOCAL_VELOCITY,1527349762.9186981,3.8800000,-2.3100000,0.0100000
MsgID.LOCAL_POSITION,1527349762.9191878,89.0326767,-13.1678839,-4.9976254
MsgID.LOCAL_VELOCITY,1527349762.9191878,3.8868873,-2.3183177,0.0127815
MsgID.STATE,1527349763.1457438,True,True
MsgID.GLOBAL_HOME,1527349763.1463599,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527349763.1871169,-122.3976067,37.7932905,4.9900000
MsgID.LOCAL_VELOCITY,1527349763.1871169,4.5900000,-1.9000000,0.0100000
MsgID.LOCAL_POSITION,1527349763.1880870,90.0057068,-13.6416912,-4.9908934
MsgID.LOCAL_VELOCITY,1527349763.1880870,4.5939865,-1.9094714,0.0153581
MsgID.GLOBAL_POSITION,1527349763.4207208,-122.3976110,37.7933002,4.9890000
MsgID.LOCAL_VELOCITY,1527349763.4207208,4.0600000,-1.2000000,0.0000000
MsgID.LOCAL_POSITION,1527349763.4219835,91.0824509,-14.0182095,-4.9891815
MsgID.LOCAL_VELOCITY,1527349763.4219835,4.0698338,-1.2062439,0.0034021
MsgID.GLOBAL_POSITION,1527349763.6690779,-122.3976139,37.7933096,4.9860000
MsgID.LOCAL_VELOCITY,1527349763.6690779,3.4100000,-1.3200000,0.0000000
MsgID.LOCAL_POSITION,1527349763.7105289,92.1296082,-14.2818613,-4.9866085
MsgID.LOCAL_VELOCITY,1527349763.7105289,3.4101708,-1.3273565,0.0003007
MsgID.GLOBAL_POSITION,1527349763.9192815,-122.3976185,37.7933174,4.9860000
MsgID.LOCAL_VELOCITY,1527349763.9192815,4.0300000,-2.2300000,0.0100000
MsgID.LOCAL_POSITION,1527349763.9202485,93.0040970,-14.6927691,-4.9864073
MsgID.LOCAL_VELOCITY,1527349763.9202485,4.0401125,-2.2394102,0.0106205
MsgID.STATE,1527349764.1466656,True,True
MsgID.GLOBAL_HOME,1527349764.1476326,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527349764.1911271,-122.3976266,37.7933275,4.9860000
MsgID.LOCAL_VELOCITY,1527349764.1911271,4.5700000,-3.1800000,-0.0100000
MsgID.LOCAL_POSITION,1527349764.1916859,94.1187973,-15.4081488,-4.9869328
MsgID.LOCAL_VELOCITY,1527349764.1916859,4.5709372,-3.1874142,-0.0158301
MsgID.GLOBAL_POSITION,1527349764.4207644,-122.3976379,37.7933382,4.9960000
MsgID.LOCAL_VELOCITY,1527349764.4207644,4.9700000,-4.0800000,-0.0400000
MsgID.LOCAL_POSITION,1527349764.4221213,95.3112946,-16.4168034,-4.9963932
MsgID.LOCAL_VELOCITY,1527349764.4221213,4.9706931,-4.0840206,-0.0407039
MsgID.GLOBAL_POSITION,1527349764.6714606,-122.3976484,37.7933500,4.9960000
MsgID.LOCAL_VELOCITY,1527349764.6714606,5.3800000,-4.8900000,0.0100000
MsgID.LOCAL_POSITION,1527349764.6739812,96.6226807,-17.3449745,-4.9966273
MsgID.LOCAL_VELOCITY,1527349764.6739812,5.3816962,-4.8957763,0.0141813
MsgID.GLOBAL_POSITION,1527349764.9199848,-122.3976631,37.7933628,4.9940000
MsgID.LOCAL_VELOCITY,1527349764.9199848,5.7500000,-5.7000000,-0.0300000
MsgID.LOCAL_POSITION,1527349764.9203751,98.0446625,-18.6497097,-4.9946356
MsgID.LOCAL_VELOCITY,1527349764.9203751,5.7587056,-5.7016373,-0.0345255
MsgID.STATE,1527349765.1477709,True,True
MsgID.GLOBAL_HOME,1527349765.1485906,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527349765.1910157,-122.3976773,37.7933744,4.9970000
MsgID.LOCAL_VELOCITY,1527349765.1910157,5.9200000,-6.1200000,0.0000000
MsgID.LOCAL_POSITION,1527349765.1918142,99.3352280,-19.9176693,-4.9971828
MsgID.LOCAL_VELOCITY,1527349765.1918142,5.9276447,-6.1281962,-0.0061779
MsgID.GLOBAL_POSITION,1527349765.4199536,-122.3976967,37.7933891,4.9920000
MsgID.LOCAL_VELOCITY,1527349765.4199536,5.9600000,-6.3900000,0.0000000
MsgID.LOCAL_POSITION,1527349765.4224737,100.9645844,-21.6415539,-4.9929338
MsgID.LOCAL_VELOCITY,1527349765.4224737,5.9659424,-6.3906007,0.0009850
MsgID.GLOBAL_POSITION,1527349765.6705167,-122.3977136,37.7934000,4.9920000
MsgID.LOCAL_VELOCITY,1527349765.6705167,5.7500000,-6.1800000,0.0000000
MsgID.LOCAL_POSITION,1527349765.6727796,102.2193375,-23.2055378,-4.9923134
MsgID.LOCAL_VELOCITY,1527349765.6727796,5.7271533,-6.1525908,0.0086292
MsgID.GLOBAL_POSITION,1527349765.9219308,-122.3977322,37.7934128,4.9890000
MsgID.LOCAL_VELOCITY,1527349765.9219308,4.4700000,-4.7500000,0.0100000
MsgID.LOCAL_POSITION,1527349765.9245567,103.6120300,-24.8094082,-4.9899158
MsgID.LOCAL_VELOCITY,1527349765.9245567,4.4567327,-4.7353811,0.0088200
MsgID.STATE,1527349766.1449270,True,True
MsgID.GLOBAL_HOME,1527349766.1469884,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527349766.1910663,-122.3977429,37.7934231,4.9960000
MsgID.LOCAL_VELOCITY,1527349766.1910663,4.0300000,-3.6700000,-0.0700000
MsgID.LOCAL_POSITION,1527349766.1917109,104.8386154,-25.8170567,-4.9977694
MsgID.LOCAL_VELOCITY,1527349766.1917109,4.0862021,-3.5895600,-0.0696212
MsgID.GLOBAL_POSITION,1527349766.4259777,-122.3977488,37.7934294,5.0020000
MsgID.LOCAL_VELOCITY,1527349766.4259777,4.4900000,-2.9900000,0.0200000
MsgID.LOCAL_POSITION,1527349766.4376290,105.5102921,-26.3171425,-5.0021334
MsgID.LOCAL_VELOCITY,1527349766.4376290,4.5405931,-2.9172275,0.0236225
MsgID.GLOBAL_POSITION,1527349766.6715820,-122.3977562,37.7934414,5.0000000
MsgID.LOCAL_VELOCITY,1527349766.6715820,4.3600000,-1.3500000,0.0000000
MsgID.LOCAL_POSITION,1527349766.6781731,106.8210754,-26.9422894,-5.0006166
MsgID.LOCAL_VELOCITY,1527349766.6781731,4.3351855,-1.2954901,-0.0051334
MsgID.GLOBAL_POSITION,1527349766.9213316,-122.3977583,37.7934503,4.9940000
MsgID.LOCAL_VELOCITY,1527349766.9213316,3.1700000,0.0300000,0.0000000
MsgID.LOCAL_POSITION,1527349766.9294088,107.7849274,-27.1175365,-4.9943705
MsgID.LOCAL_VELOCITY,1527349766.9294088,3.1458530,0.0608695,0.0062621
MsgID.STATE,1527349767.1464698,True,True
MsgID.GLOBAL_HOME,1527349767.1482277,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1527349767.1908116,-122.3977572,37.7934567,4.9940000
MsgID.LOCAL_VELOCITY,1527349767.1908116,2.1000000,0.8000000,0.0300000
MsgID.LOCAL_POSITION,1527349767.1911602,108.5209045,-26.9976654,-4.9934387
MsgID.LOCAL_VELOCITY,1527349767.1911602,2.0193875,0.8525166,0.0418598
MsgID.GLOBAL_POSITION,1527349767.4223459,-122.3977540,37.7934598,4.9920000
MsgID.LOCAL_VELOCITY,1527349767.4223459,0.7300000,1.2800000,-0.0200000
MsgID.LOCAL_POSITION,1527349767.4309125,108.8190842,-26.7135582,-4.9926114
MsgID.LOCAL_VELOCITY,1527349767.4309125,0.6434408,1.2955626,-0.0140134
MsgID.GLOBAL_POSITION,1527349767.6733210,-122.3977503,37.7934597,4.9960000
MsgID.LOCAL_VELOCITY,1527349767.6733210,-0.4900000,1.3000000,-0.0100000
MsgID.LOCAL_POSITION,1527349767.6819358,108.8109589,-26.3747368,-4.9965386
MsgID.LOCAL_VELOCITY,1527349767.6819358,-0.5582495,1.2881916,-0.0003258
MsgID.LOCAL_POSITION,1527349767.9318957,108.8339539,-26.1278934,-4.9867806
MsgID.LOCAL_VELOCITY,1527349767.9318957,-0.4871651,0.8479053,0.0349812
MsgID.GLOBAL_POSITION,1527349767.9747870,-122.3977472,37.7934599,4.9860000
MsgID.LOCAL_VELOCITY,1527349767.9747870,-0.4800000,0.8400000,0.0300000
