MsgID.LOCAL_POSITION,1527348419.5754592,0.1649164,-0.0863169,-0.1123565
MsgID.LOCAL_VELOCITY,1527348419.5754592,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527348419.5759859,-122.3974509,37.7924814,0.1120000
MsgID.LOCAL_VELOCITY,1527348419.5759859,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527348419.5761800,0.0786630,-0.1288003,-0.1134045
MsgID.LOCAL_VELOCITY,1527348419.5761800,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527348419.5764220,-122.3974514,37.7924807,0.1130000
MsgID.LOCAL_VELOCITY,1527348419.5764220,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527348419.5766447,0.1517947,-0.1761120,-0.1137956
MsgID.LOCAL_VELOCITY,1527348419.5766447,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527348419.5769215,-122.3974520,37.7924814,0.1130000
MsgID.LOCAL_VELOCITY,1527348419.5769215,0.0000000,0.0000000,0.0000000
MsgID.STATE,1527348419.5772653,False,False
MsgID.GLOBAL_HOME,1527348419.5777738,-122.3974500,37.7924800,0.0000000
MsgID.LOCAL_POSITION,1527348419.5778844,0.1476291,-0.1608908,-0.1116316
MsgID.LOCAL_VELOCITY,1527348419.5778844,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527348419.5780180,-122.3974517,37.7924813,0.1110000
MsgID.LOCAL_VELOCITY,1527348419.5780180,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527348419.6872153,-0.0132544,-0.0915761,-0.1059996
MsgID.LOCAL_VELOCITY,1527348419.6872153,0.0000016,0.0000077,0.0000128
MsgID.GLOBAL_POSITION,1527348419.6916661,-122.3974510,37.7924798,0.1050000
MsgID.LOCAL_VELOCITY,1527348419.6916661,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527348419.9376101,-0.0154406,0.0072273,-0.0931102
MsgID.LOCAL_VELOCITY,1527348419.9376101,0.0000263,-0.0000254,0.0000135
MsgID.GLOBAL_POSITION,1527348419.9407914,-122.3974499,37.7924798,0.0920000
MsgID.LOCAL_VELOCITY,1527348419.9407914,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527348420.1870110,-0.0002199,-0.1422805,-0.0719954
MsgID.LOCAL_VELOCITY,1527348420.1870110,0.0000063,-0.0000084,0.0000136
MsgID.GLOBAL_POSITION,1527348420.1917608,-122.3974516,37.7924799,0.0700000
MsgID.LOCAL_VELOCITY,1527348420.1917608,0.0000000,0.0000000,0.0000000
MsgID.STATE,1527348420.4225895,True,True
MsgID.GLOBAL_HOME,1527348424.5323062,-122.3974500,37.7924800,0.0000000
MsgID.LOCAL_POSITION,1527348424.5324845,-0.0336872,0.1496518,-0.0425383
MsgID.LOCAL_VELOCITY,1527348424.5324845,0.0000070,0.0000061,0.0000085
MsgID.GLOBAL_POSITION,1527348424.5326352,-122.3974516,37.7924801,0.0420000
MsgID.LOCAL_VELOCITY,1527348424.5326352,0.0000000,0.0000000,0.0000000
